Name,x,y,z,mean_kh,logsdkh,kvmul,porosity,sd_kvmul,sd_porosity,major,transverse,avert,bearing,dip,rake,type_index,type,layer,ahmax_e,ahmax_n,hmax_e,hmax_n
200_99,1667111.034,5406773.343,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,112,0,0,200,wairau_gravels,9,2781.551564,-1123.81978,0.927183855,-0.374606593
200_125,1667111.034,5406773.343,91,10,1,0.9,0.001,0.3,0.5,3000,900,3,112,0,0,200,wairau_gravels,10,2781.551564,-1123.81978,0.927183855,-0.374606593
200_156,1667111.034,5406773.343,117.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,112,0,0,200,wairau_gravels,11,2781.551564,-1123.81978,0.927183855,-0.374606593
200_193,1667111.034,5406773.343,150.5000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,112,0,0,200,wairau_gravels,12,2781.551564,-1123.81978,0.927183855,-0.374606593
200_220,1667111.034,5406773.343,183.5000005,10,1,0.9,0.001,0.3,0.5,3000,900,3,112,0,0,200,wairau_gravels,13,2781.551564,-1123.81978,0.927183855,-0.374606593
200_74,1667776.813,5404279.083,51,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,8,2992.692151,209.2694212,0.99756405,0.069756474
200_100,1667776.813,5404279.083,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,9,2992.692151,209.2694212,0.99756405,0.069756474
200_126,1667776.813,5404279.083,91,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,10,2992.692151,209.2694212,0.99756405,0.069756474
200_157,1667776.813,5404279.083,117.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,11,2992.692151,209.2694212,0.99756405,0.069756474
200_190,1667776.813,5404279.083,150.5000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,12,2992.692151,209.2694212,0.99756405,0.069756474
200_218,1667776.813,5404279.083,183.5000004,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,13,2992.692151,209.2694212,0.99756405,0.069756474
200_2,1667787.545,5408267.365,10,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,4,2988.584094,261.4672282,0.996194698,0.087155743
200_20,1667787.545,5408267.365,17,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,5,2988.584094,261.4672282,0.996194698,0.087155743
200_41,1667787.545,5408267.365,26,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,6,2988.584094,261.4672282,0.996194698,0.087155743
200_52,1667787.545,5408267.365,36,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,7,2988.584094,261.4672282,0.996194698,0.087155743
200_75,1667787.545,5408267.365,51,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,8,2988.584094,261.4672282,0.996194698,0.087155743
200_101,1667787.545,5408267.365,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,9,2988.584094,261.4672282,0.996194698,0.087155743
200_127,1667787.545,5408267.365,91,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,10,2988.584094,261.4672282,0.996194698,0.087155743
200_158,1667787.545,5408267.365,117.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,11,2988.584094,261.4672282,0.996194698,0.087155743
200_191,1667787.545,5408267.365,150.5000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,12,2988.584094,261.4672282,0.996194698,0.087155743
200_217,1667787.545,5408267.365,183.5000004,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,13,2988.584094,261.4672282,0.996194698,0.087155743
200_21,1667988.485,5405780.185,17,10,1,0.9,0.001,0.3,0.5,3000,900,3,99,0,0,200,wairau_gravels,5,2963.065022,-469.3033951,0.987688341,-0.156434465
200_42,1667988.485,5405780.185,26,10,1,0.9,0.001,0.3,0.5,3000,900,3,99,0,0,200,wairau_gravels,6,2963.065022,-469.3033951,0.987688341,-0.156434465
200_53,1667988.485,5405780.185,36,10,1,0.9,0.001,0.3,0.5,3000,900,3,99,0,0,200,wairau_gravels,7,2963.065022,-469.3033951,0.987688341,-0.156434465
200_76,1667988.485,5405780.185,51,10,1,0.9,0.001,0.3,0.5,3000,900,3,99,0,0,200,wairau_gravels,8,2963.065022,-469.3033951,0.987688341,-0.156434465
200_102,1667988.485,5405780.185,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,99,0,0,200,wairau_gravels,9,2963.065022,-469.3033951,0.987688341,-0.156434465
200_128,1667988.485,5405780.185,91,10,1,0.9,0.001,0.3,0.5,3000,900,3,99,0,0,200,wairau_gravels,10,2963.065022,-469.3033951,0.987688341,-0.156434465
200_159,1667988.485,5405780.185,117.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,99,0,0,200,wairau_gravels,11,2963.065022,-469.3033951,0.987688341,-0.156434465
200_179,1667988.485,5405780.185,150.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,99,0,0,200,wairau_gravels,12,2963.065022,-469.3033951,0.987688341,-0.156434465
200_206,1667988.485,5405780.185,183.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,99,0,0,200,wairau_gravels,13,2963.065022,-469.3033951,0.987688341,-0.156434465
200_10,1669569.824,5407024.043,17,10,1,0.9,0.001,0.3,0.5,3000,900,3,100,0,0,200,wairau_gravels,5,2954.423259,-520.944533,0.984807753,-0.173648178
200_31,1669569.824,5407024.043,26,10,1,0.9,0.001,0.3,0.5,3000,900,3,100,0,0,200,wairau_gravels,6,2954.423259,-520.944533,0.984807753,-0.173648178
200_54,1669569.824,5407024.043,36,10,1,0.9,0.001,0.3,0.5,3000,900,3,100,0,0,200,wairau_gravels,7,2954.423259,-520.944533,0.984807753,-0.173648178
200_77,1669569.824,5407024.043,51,10,1,0.9,0.001,0.3,0.5,3000,900,3,100,0,0,200,wairau_gravels,8,2954.423259,-520.944533,0.984807753,-0.173648178
200_103,1669569.824,5407024.043,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,100,0,0,200,wairau_gravels,9,2954.423259,-520.944533,0.984807753,-0.173648178
200_129,1669569.824,5407024.043,91,10,1,0.9,0.001,0.3,0.5,3000,900,3,100,0,0,200,wairau_gravels,10,2954.423259,-520.944533,0.984807753,-0.173648178
200_167,1669569.824,5407024.043,117.5000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,100,0,0,200,wairau_gravels,11,2954.423259,-520.944533,0.984807753,-0.173648178
200_195,1669569.824,5407024.043,150.5000005,10,1,0.9,0.001,0.3,0.5,3000,900,3,100,0,0,200,wairau_gravels,12,2954.423259,-520.944533,0.984807753,-0.173648178
200_221,1669569.824,5407024.043,183.5000005,10,1,0.9,0.001,0.3,0.5,3000,900,3,100,0,0,200,wairau_gravels,13,2954.423259,-520.944533,0.984807753,-0.173648178
200_11,1670548.701,5405066.776,17,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,5,2988.584094,261.4672282,0.996194698,0.087155743
200_32,1670548.701,5405066.776,26,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,6,2988.584094,261.4672282,0.996194698,0.087155743
200_55,1670548.701,5405066.776,36,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,7,2988.584094,261.4672282,0.996194698,0.087155743
200_78,1670548.701,5405066.776,51,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,8,2988.584094,261.4672282,0.996194698,0.087155743
200_104,1670548.701,5405066.776,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,9,2988.584094,261.4672282,0.996194698,0.087155743
200_130,1670548.701,5405066.776,91,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,10,2988.584094,261.4672282,0.996194698,0.087155743
200_160,1670548.701,5405066.776,117.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,11,2988.584094,261.4672282,0.996194698,0.087155743
200_182,1670548.701,5405066.776,150.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,12,2988.584094,261.4672282,0.996194698,0.087155743
200_210,1670548.701,5405066.776,183.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,13,2988.584094,261.4672282,0.996194698,0.087155743
200_0,1672764.119,5407089.095,10,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,4,2988.584094,261.4672282,0.996194698,0.087155743
200_12,1672764.119,5407089.095,17,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,5,2988.584094,261.4672282,0.996194698,0.087155743
200_33,1672764.119,5407089.095,26,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,6,2988.584094,261.4672282,0.996194698,0.087155743
200_56,1672764.119,5407089.095,36,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,7,2988.584094,261.4672282,0.996194698,0.087155743
200_79,1672764.119,5407089.095,51,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,8,2988.584094,261.4672282,0.996194698,0.087155743
200_105,1672764.119,5407089.095,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,9,2988.584094,261.4672282,0.996194698,0.087155743
200_131,1672764.119,5407089.095,91,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,10,2988.584094,261.4672282,0.996194698,0.087155743
200_147,1672764.119,5407089.095,117.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,11,2988.584094,261.4672282,0.996194698,0.087155743
200_173,1672764.119,5407089.095,150.4999997,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,12,2988.584094,261.4672282,0.996194698,0.087155743
200_201,1672764.119,5407089.095,183.4999997,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,13,2988.584094,261.4672282,0.996194698,0.087155743
200_1,1673228.312,5410198.837,10,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,4,2988.584094,261.4672282,0.996194698,0.087155743
200_13,1673228.312,5410198.837,17,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,5,2988.584094,261.4672282,0.996194698,0.087155743
200_34,1673228.312,5410198.837,26,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,6,2988.584094,261.4672282,0.996194698,0.087155743
200_57,1673228.312,5410198.837,36,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,7,2988.584094,261.4672282,0.996194698,0.087155743
200_80,1673228.312,5410198.837,51,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,8,2988.584094,261.4672282,0.996194698,0.087155743
200_106,1673228.312,5410198.837,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,9,2988.584094,261.4672282,0.996194698,0.087155743
200_132,1673228.312,5410198.837,91,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,10,2988.584094,261.4672282,0.996194698,0.087155743
200_150,1673228.312,5410198.837,117.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,11,2988.584094,261.4672282,0.996194698,0.087155743
200_177,1673228.312,5410198.837,150.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,12,2988.584094,261.4672282,0.996194698,0.087155743
200_207,1673228.312,5410198.837,183.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,13,2988.584094,261.4672282,0.996194698,0.087155743
200_81,1673937.273,5403623.217,51,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,8,2992.692151,209.2694212,0.99756405,0.069756474
200_107,1673937.273,5403623.217,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,9,2992.692151,209.2694212,0.99756405,0.069756474
200_133,1673937.273,5403623.217,91,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,10,2992.692151,209.2694212,0.99756405,0.069756474
200_164,1673937.273,5403623.217,117.5000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,11,2992.692151,209.2694212,0.99756405,0.069756474
200_188,1673937.273,5403623.217,150.5000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,12,2992.692151,209.2694212,0.99756405,0.069756474
200_214,1673937.273,5403623.217,183.5000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,13,2992.692151,209.2694212,0.99756405,0.069756474
200_82,1675215.398,5402694.645,51,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,8,2992.692151,209.2694212,0.99756405,0.069756474
200_108,1675215.398,5402694.645,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,9,2992.692151,209.2694212,0.99756405,0.069756474
200_134,1675215.398,5402694.645,91,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,10,2992.692151,209.2694212,0.99756405,0.069756474
200_151,1675215.398,5402694.645,117.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,11,2992.692151,209.2694212,0.99756405,0.069756474
200_176,1675215.398,5402694.645,150.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,12,2992.692151,209.2694212,0.99756405,0.069756474
200_205,1675215.398,5402694.645,183.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,13,2992.692151,209.2694212,0.99756405,0.069756474
200_14,1675430.095,5408612.51,17,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,5,2988.584094,261.4672282,0.996194698,0.087155743
200_35,1675430.095,5408612.51,26,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,6,2988.584094,261.4672282,0.996194698,0.087155743
200_58,1675430.095,5408612.51,36,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,7,2988.584094,261.4672282,0.996194698,0.087155743
200_83,1675430.095,5408612.51,51,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,8,2988.584094,261.4672282,0.996194698,0.087155743
200_109,1675430.095,5408612.51,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,9,2988.584094,261.4672282,0.996194698,0.087155743
200_135,1675430.095,5408612.51,91,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,10,2988.584094,261.4672282,0.996194698,0.087155743
200_168,1675430.095,5408612.51,117.5000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,11,2988.584094,261.4672282,0.996194698,0.087155743
200_183,1675430.095,5408612.51,150.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,12,2988.584094,261.4672282,0.996194698,0.087155743
200_196,1675430.095,5408612.51,183.4999995,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,13,2988.584094,261.4672282,0.996194698,0.087155743
200_15,1675647.726,5404803.973,17,10,1,0.9,0.001,0.3,0.5,3000,900,3,75,0,0,200,wairau_gravels,5,2897.777479,776.4571353,0.965925826,0.258819045
200_36,1675647.726,5404803.973,26,10,1,0.9,0.001,0.3,0.5,3000,900,3,75,0,0,200,wairau_gravels,6,2897.777479,776.4571353,0.965925826,0.258819045
200_59,1675647.726,5404803.973,36,10,1,0.9,0.001,0.3,0.5,3000,900,3,75,0,0,200,wairau_gravels,7,2897.777479,776.4571353,0.965925826,0.258819045
200_84,1675647.726,5404803.973,51,10,1,0.9,0.001,0.3,0.5,3000,900,3,75,0,0,200,wairau_gravels,8,2897.777479,776.4571353,0.965925826,0.258819045
200_110,1675647.726,5404803.973,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,75,0,0,200,wairau_gravels,9,2897.777479,776.4571353,0.965925826,0.258819045
200_136,1675647.726,5404803.973,91,10,1,0.9,0.001,0.3,0.5,3000,900,3,75,0,0,200,wairau_gravels,10,2897.777479,776.4571353,0.965925826,0.258819045
200_152,1675647.726,5404803.973,117.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,75,0,0,200,wairau_gravels,11,2897.777479,776.4571353,0.965925826,0.258819045
200_178,1675647.726,5404803.973,150.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,75,0,0,200,wairau_gravels,12,2897.777479,776.4571353,0.965925826,0.258819045
200_208,1675647.726,5404803.973,183.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,75,0,0,200,wairau_gravels,13,2897.777479,776.4571353,0.965925826,0.258819045
200_16,1675796.787,5411086.814,17,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,5,2988.584094,261.4672282,0.996194698,0.087155743
200_37,1675796.787,5411086.814,26,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,6,2988.584094,261.4672282,0.996194698,0.087155743
200_60,1675796.787,5411086.814,36,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,7,2988.584094,261.4672282,0.996194698,0.087155743
200_85,1675796.787,5411086.814,51,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,8,2988.584094,261.4672282,0.996194698,0.087155743
200_111,1675796.787,5411086.814,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,9,2988.584094,261.4672282,0.996194698,0.087155743
200_137,1675796.787,5411086.814,91,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,10,2988.584094,261.4672282,0.996194698,0.087155743
200_161,1675796.787,5411086.814,117.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,11,2988.584094,261.4672282,0.996194698,0.087155743
200_184,1675796.787,5411086.814,150.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,12,2988.584094,261.4672282,0.996194698,0.087155743
200_211,1675796.787,5411086.814,183.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,13,2988.584094,261.4672282,0.996194698,0.087155743
200_86,1676748.122,5401625.798,51,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,8,2992.692151,209.2694212,0.99756405,0.069756474
200_112,1676748.122,5401625.798,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,9,2992.692151,209.2694212,0.99756405,0.069756474
200_138,1676748.122,5401625.798,91,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,10,2992.692151,209.2694212,0.99756405,0.069756474
200_145,1676748.122,5401625.798,117.4999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,11,2992.692151,209.2694212,0.99756405,0.069756474
200_171,1676748.122,5401625.798,150.4999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,12,2992.692151,209.2694212,0.99756405,0.069756474
200_199,1676748.122,5401625.798,183.4999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,13,2992.692151,209.2694212,0.99756405,0.069756474
200_17,1676762.514,5406714.809,17,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,5,2992.692151,209.2694212,0.99756405,0.069756474
200_38,1676762.514,5406714.809,26,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,6,2992.692151,209.2694212,0.99756405,0.069756474
200_61,1676762.514,5406714.809,36,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,7,2992.692151,209.2694212,0.99756405,0.069756474
200_87,1676762.514,5406714.809,51,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,8,2992.692151,209.2694212,0.99756405,0.069756474
200_113,1676762.514,5406714.809,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,9,2992.692151,209.2694212,0.99756405,0.069756474
200_139,1676762.514,5406714.809,91,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,10,2992.692151,209.2694212,0.99756405,0.069756474
200_169,1676762.514,5406714.809,117.5000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,11,2992.692151,209.2694212,0.99756405,0.069756474
200_185,1676762.514,5406714.809,150.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,12,2992.692151,209.2694212,0.99756405,0.069756474
200_197,1676762.514,5406714.809,183.4999995,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,13,2992.692151,209.2694212,0.99756405,0.069756474
200_18,1677129.378,5405504.534,17,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,5,2988.584094,261.4672282,0.996194698,0.087155743
200_39,1677129.378,5405504.534,26,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,6,2988.584094,261.4672282,0.996194698,0.087155743
200_62,1677129.378,5405504.534,36,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,7,2988.584094,261.4672282,0.996194698,0.087155743
200_88,1677129.378,5405504.534,51,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,8,2988.584094,261.4672282,0.996194698,0.087155743
200_114,1677129.378,5405504.534,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,9,2988.584094,261.4672282,0.996194698,0.087155743
200_140,1677129.378,5405504.534,91,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,10,2988.584094,261.4672282,0.996194698,0.087155743
200_149,1677129.378,5405504.534,117.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,11,2988.584094,261.4672282,0.996194698,0.087155743
200_175,1677129.378,5405504.534,150.4999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,12,2988.584094,261.4672282,0.996194698,0.087155743
200_203,1677129.378,5405504.534,183.4999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,13,2988.584094,261.4672282,0.996194698,0.087155743
200_4,1677295.727,5403403.355,16.99999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,70,0,0,200,wairau_gravels,5,2819.077862,1026.06043,0.939692621,0.342020143
200_25,1677295.727,5403403.355,25.99999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,70,0,0,200,wairau_gravels,6,2819.077862,1026.06043,0.939692621,0.342020143
200_46,1677295.727,5403403.355,35.99999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,70,0,0,200,wairau_gravels,7,2819.077862,1026.06043,0.939692621,0.342020143
200_67,1677295.727,5403403.355,50.99999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,70,0,0,200,wairau_gravels,8,2819.077862,1026.06043,0.939692621,0.342020143
200_92,1677295.727,5403403.355,70.99999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,70,0,0,200,wairau_gravels,9,2819.077862,1026.06043,0.939692621,0.342020143
200_118,1677295.727,5403403.355,90.99999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,70,0,0,200,wairau_gravels,10,2819.077862,1026.06043,0.939692621,0.342020143
200_148,1677295.727,5403403.355,117.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,70,0,0,200,wairau_gravels,11,2819.077862,1026.06043,0.939692621,0.342020143
200_174,1677295.727,5403403.355,150.4999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,70,0,0,200,wairau_gravels,12,2819.077862,1026.06043,0.939692621,0.342020143
200_202,1677295.727,5403403.355,183.4999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,70,0,0,200,wairau_gravels,13,2819.077862,1026.06043,0.939692621,0.342020143
200_5,1678261.35,5405076.67,16.99999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,80,0,0,200,wairau_gravels,5,2954.423259,520.944533,0.984807753,0.173648178
200_26,1678261.35,5405076.67,25.99999997,10,1,0.9,0.001,0.3,0.5,3000,900,3,80,0,0,200,wairau_gravels,6,2954.423259,520.944533,0.984807753,0.173648178
200_47,1678261.35,5405076.67,35.99999997,10,1,0.9,0.001,0.3,0.5,3000,900,3,80,0,0,200,wairau_gravels,7,2954.423259,520.944533,0.984807753,0.173648178
200_68,1678261.35,5405076.67,50.99999997,10,1,0.9,0.001,0.3,0.5,3000,900,3,80,0,0,200,wairau_gravels,8,2954.423259,520.944533,0.984807753,0.173648178
200_94,1678261.35,5405076.67,70.99999997,10,1,0.9,0.001,0.3,0.5,3000,900,3,80,0,0,200,wairau_gravels,9,2954.423259,520.944533,0.984807753,0.173648178
200_120,1678261.35,5405076.67,90.99999997,10,1,0.9,0.001,0.3,0.5,3000,900,3,80,0,0,200,wairau_gravels,10,2954.423259,520.944533,0.984807753,0.173648178
200_166,1678261.35,5405076.67,117.5000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,80,0,0,200,wairau_gravels,11,2954.423259,520.944533,0.984807753,0.173648178
200_194,1678261.35,5405076.67,150.5000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,80,0,0,200,wairau_gravels,12,2954.423259,520.944533,0.984807753,0.173648178
200_216,1678261.35,5405076.67,183.5000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,80,0,0,200,wairau_gravels,13,2954.423259,520.944533,0.984807753,0.173648178
200_22,1678358.563,5408696.633,17.00000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,5,2988.584094,261.4672282,0.996194698,0.087155743
200_43,1678358.563,5408696.633,26.00000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,6,2988.584094,261.4672282,0.996194698,0.087155743
200_64,1678358.563,5408696.633,36.00000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,7,2988.584094,261.4672282,0.996194698,0.087155743
200_90,1678358.563,5408696.633,51.00000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,8,2988.584094,261.4672282,0.996194698,0.087155743
200_116,1678358.563,5408696.633,71.00000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,9,2988.584094,261.4672282,0.996194698,0.087155743
200_142,1678358.563,5408696.633,91.00000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,10,2988.584094,261.4672282,0.996194698,0.087155743
200_144,1678358.563,5408696.633,117.4999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,11,2988.584094,261.4672282,0.996194698,0.087155743
