generation,member,obj_1,obj_2,_risk_,nsga2_front,nsga2_crowding_distance,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
10,gen=10_member=106_de,5.37596,31.5916,0.931759,1,0.422886,0.174316,0.174316,1,-999
10,gen=8_member=80_de,6.77733,36.5328,0.99,1,0.330435,0.159836,0.159836,1,-999
10,gen=1_member=19_de,7.3322,28.9387,0.129617,1,0.314403,0.33561,0.33561,1,-999
10,gen=5_member=57_de,4.47411,39.6287,0.331983,1,0.304093,0.263914,0.263914,1,-999
10,gen=9_member=99_de,9.27417,25.9654,0.698313,1,0.184074,0.187817,0.187817,1,-999
10,gen=1_member=15_de,8.23866,29.0593,0.915163,1,0.167396,0.31863,0.31863,1,-999
10,gen=8_member=89_de,3.53187,44.6182,0.650979,1,0.161888,0.317083,0.317083,1,-999
10,gen=3_member=31_de,7.52989,29.5858,0.731788,1,0.139147,0.344619,0.344619,1,-999
10,gen=6_member=65_de,8.06672,28.9563,0.777595,1,0.133084,0.342809,0.342809,1,-999
10,gen=2_member=27_de,7.7992,28.7705,0.568018,1,0.131573,0.375624,0.375624,1,-999
10,gen=7_member=74_de,3.5727,45.6166,0.99,1,0.131543,0.237962,0.237962,1,-999
10,gen=8_member=84_de,3.2044,44.4722,0.49907,1,0.117718,0.303162,0.303162,1,-999
10,gen=4_member=43_de,7.87987,28.3422,0.352878,1,0.114196,0.33564,0.33564,1,-999
10,gen=2_member=21_de,3.36175,43.504,0.404324,1,0.109849,0.332032,0.332032,1,-999
10,gen=10_member=109_de,6.89163,30.1225,0.99,1,0.10808,0.27158,0.27158,1,-999
10,gen=5_member=52_de,4.33047,41.0216,0.759226,1,0.104665,0.292719,0.292719,1,-999
10,gen=6_member=69_de,3.57283,41.9995,0.433776,1,0.0991506,0.304962,0.304962,1,-999
10,gen=10_member=102_de,8.12022,26.0789,0.358838,1,0.0987863,0.200996,0.200996,1,-999
10,gen=4_member=45_de,7.95646,29.0157,0.593955,1,0.0954022,0.364788,0.364788,1,-999
10,gen=8_member=86_de,4.01204,41.9392,0.475221,1,0.0849119,0.31545,0.31545,1,-999
10,gen=9_member=90_de,5.2113,37.6365,0.99,1,0.0836995,0.220951,0.220951,1,-999
10,gen=0_member=1,4.74746,43.0031,0.776914,1,0.08348,0.279124,0.279124,1,-999
10,gen=3_member=39_de,4.25888,39.9393,0.577563,1,0.0761357,0.260572,0.260572,1,-999
10,gen=6_member=62_de,4.24071,37.8844,0.01,1,0.0662234,0.198542,0.198542,1,-999
10,gen=7_member=75_de,3.03744,44.3961,0.0540906,1,0.0575041,0.275597,0.275597,1,-999
10,gen=5_member=55_de,4.21258,39.6675,0.361493,1,0.0571549,0.261941,0.261941,1,-999
10,gen=2_member=25_de,7.26365,28.9662,0.334883,1,0.0549295,0.342809,0.342809,1,-999
10,gen=4_member=44_de,3.90189,43.7052,0.99,1,0.0533769,0.317754,0.317754,1,-999
10,gen=4_member=41_de,3.63067,44.3319,0.99,1,0.052441,0.32155,0.32155,1,-999
10,gen=5_member=58_de,4.93281,39.6943,0.99,1,0.0521184,0.245308,0.245308,1,-999
10,gen=2_member=29_de,3.09118,42.6489,0.34335,1,0.0457733,0.295951,0.295951,1,-999
10,gen=8_member=83_de,4.14826,41.7681,0.433776,1,0.0397792,0.295951,0.295951,1,-999
10,gen=9_member=96_de,4.04237,41.1743,0.01,1,0.0360067,0.281166,0.281166,1,-999
10,gen=8_member=81_de,3.26249,42.6266,0.01,1,0.0349842,0.294857,0.294857,1,-999
10,gen=6_member=63_de,3.9245,43.3598,0.99,1,0.025928,0.297522,0.297522,1,-999
11,gen=10_member=100_de,10.4551,22.8065,0.777074,1,1e+30,0.116316,0.116316,1,-999
11,gen=10_member=101_de,-0.164678,54.8111,0.01,1,1e+30,0.0835185,0.0835185,1,-999
11,gen=10_member=105_de,0.483283,55.0094,0.99,1,1e+30,0.0841192,0.0841192,1,-999
11,gen=8_member=82_de,2.52675,48.73,0.891548,1,0.56654,0.160263,0.160263,1,-999
11,gen=10_member=106_de,5.37596,31.5916,0.931759,1,0.368857,3.19234,3.19234,1,-999
11,gen=8_member=80_de,6.77733,36.5328,0.99,1,0.330435,0.16397,0.16397,1,-999
11,gen=1_member=19_de,7.3322,28.9387,0.129617,1,0.314403,0.344139,0.344139,1,-999
11,gen=5_member=57_de,4.47411,39.6287,0.331983,1,0.304093,0.263914,0.263914,1,-999
11,gen=9_member=99_de,9.27417,25.9654,0.698313,1,0.182741,0.189761,0.189761,1,-999
11,gen=1_member=15_de,8.23866,29.0593,0.915163,1,0.0824386,0.33564,0.33564,1,-999
11,gen=8_member=89_de,3.53187,44.6182,0.650979,1,0.161888,0.327316,0.327316,1,-999
11,gen=3_member=31_de,7.52989,29.5858,0.731788,1,0.0945701,0.348069,0.348069,1,-999
11,gen=6_member=65_de,8.06672,28.9563,0.777595,1,0.133084,0.353531,0.353531,1,-999
11,gen=2_member=27_de,7.7992,28.7705,0.568018,1,0.131573,0.375624,0.375624,1,-999
11,gen=7_member=74_de,3.5727,45.6166,0.99,1,0.0765371,0.275597,0.275597,1,-999
11,gen=8_member=84_de,3.2044,44.4722,0.49907,1,0.117718,1.31775,1.31775,1,-999
11,gen=4_member=43_de,7.87987,28.3422,0.352878,1,0.114196,0.33564,0.33564,1,-999
11,gen=2_member=21_de,3.36175,43.504,0.404324,1,0.109849,0.332032,0.332032,1,-999
11,gen=10_member=109_de,6.89163,30.1225,0.99,1,0.0756743,3.28316,3.28316,1,-999
11,gen=5_member=52_de,4.33047,41.0216,0.759226,1,0.104665,0.292719,0.292719,1,-999
11,gen=6_member=69_de,3.57283,41.9995,0.433776,1,0.0991506,0.304962,0.304962,1,-999
11,gen=10_member=102_de,8.12022,26.0789,0.358838,1,0.0987863,0.200996,0.200996,1,-999
11,gen=4_member=45_de,7.95646,29.0157,0.593955,1,0.0943498,0.366936,0.366936,1,-999
11,gen=8_member=86_de,4.01204,41.9392,0.475221,1,0.0849119,0.31545,0.31545,1,-999
11,gen=9_member=90_de,5.2113,37.6365,0.99,1,0.0836995,0.220951,0.220951,1,-999
11,gen=0_member=1,4.74746,43.0031,0.776914,1,0.08348,0.279124,0.279124,1,-999
11,gen=3_member=39_de,4.25888,39.9393,0.577563,1,0.0761357,0.260572,0.260572,1,-999
11,gen=6_member=62_de,4.24071,37.8844,0.01,1,0.0662234,0.198542,0.198542,1,-999
11,gen=7_member=75_de,3.03744,44.3961,0.0540906,1,0.0109433,0.28991,0.28991,1,-999
11,gen=5_member=55_de,4.21258,39.6675,0.361493,1,0.0571549,0.261941,0.261941,1,-999
11,gen=2_member=25_de,7.26365,28.9662,0.334883,1,0.0523043,0.347563,0.347563,1,-999
11,gen=4_member=44_de,3.90189,43.7052,0.99,1,0.0533769,0.317754,0.317754,1,-999
11,gen=4_member=41_de,3.63067,44.3319,0.99,1,0.052441,0.325082,0.325082,1,-999
11,gen=5_member=58_de,4.93281,39.6943,0.99,1,0.0521184,0.245308,0.245308,1,-999
11,gen=2_member=29_de,3.09118,42.6489,0.34335,1,0.0457733,0.295951,0.295951,1,-999
11,gen=8_member=83_de,4.14826,41.7681,0.433776,1,0.0397792,0.295951,0.295951,1,-999
11,gen=9_member=96_de,4.04237,41.1743,0.01,1,0.0360067,0.281166,0.281166,1,-999
11,gen=8_member=81_de,3.26249,42.6266,0.01,1,0.0349842,0.294857,0.294857,1,-999
11,gen=6_member=63_de,3.9245,43.3598,0.99,1,0.025928,0.297522,0.297522,1,-999
11,gen=11_member=113_de,8.42398,29.0254,0.937051,1,0.158293,0.325207,0.325207,1,-999
11,gen=11_member=112_de,3.29544,45.174,0.409811,2,1e+30,0.272383,0.272383,1,-999
11,gen=11_member=111_de,2.72566,47.8871,0.99,1,0.0596492,0.18574,0.18574,1,-999
11,gen=11_member=110_de,6.58591,34.5418,0.671783,2,0.985547,0.158257,0.158257,1,-999
11,gen=11_member=114_de,6.99098,31.6498,0.931759,2,0.835606,0.209968,0.209968,1,-999
11,gen=11_member=116_de,6.91951,29.4378,0.730482,1,0.0855383,0.320924,0.320924,1,-999
11,gen=11_member=119_de,3.02122,46.9587,0.99,1,0.0851224,0.226273,0.226273,1,-999
11,gen=11_member=118_de,7.04518,30.2593,0.99,2,1e+30,0.278413,0.278413,1,-999
11,gen=11_member=117_de,2.87991,47.8801,0.99,1,0.0566599,0.187138,0.187138,1,-999
