"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   1.44931819219E+02   1.70730000000E+02  h27668.17   
   1.44214314806E+02   1.68190000000E+02  h27668.18   
   1.43637273065E+02   1.67750000000E+02  h27668.19   
   1.44947579463E+02   1.68620000000E+02  h27668.20   
   1.45301138940E+02   1.67280000000E+02  h27668.21   
   1.45551205861E+02   1.71450000000E+02  h27668.22   
   1.45713587163E+02   1.66690000000E+02  h27668.23   
   1.45734559589E+02   1.58640000000E+02  h27668.24   
   1.45665877737E+02   1.67350000000E+02  h27668.25   
   1.45324767080E+02   1.68870000000E+02  h27668.26   
   1.45090951943E+02   1.67730000000E+02  h27668.27   
   1.83649043532E+01   5.92200000000E+01  h27670.1    
   1.62419059552E+01   5.74600000000E+01  h27670.2    
   1.59487810395E+01   6.34000000000E+01  h27670.3    
   1.53823811076E+01   6.09600000000E+01  h27670.4    
   1.49651437591E+01   5.75300000000E+01  h27670.5    
   1.46708110522E+01   5.78100000000E+01  h27670.6    
   1.43960594172E+01   4.97500000000E+01  h27670.7    
   1.41102048561E+01   5.43600000000E+01  h27670.8    
   1.37952159991E+01   4.73400000000E+01  h27670.9    
   1.28716624649E+01   4.41500000000E+01  h27670.10   
   1.13948875817E+01   4.02500000000E+01  h27670.11   
   9.99993063513E+00   4.33000000000E+01  h27670.12   
   8.90366096647E+00   3.94100000000E+01  h27670.13   
   7.94897292667E+00   2.67100000000E+01  h27670.14   
   7.37231142742E+00   3.76300000000E+01  h27670.15   
   7.08866921194E+00   4.00200000000E+01  h27670.16   
   6.81706347023E+00   3.69500000000E+01  h27670.17   
   6.53263650593E+00   4.19600000000E+01  h27670.18   
   1.67303667599E+02   1.80820000000E+02  h27678.1    
   1.67266610488E+02   1.82480000000E+02  h27678.2    
   1.67030146667E+02   1.83010000000E+02  h27678.3    
   1.66790627546E+02   1.81680000000E+02  h27678.4    
   1.66443230492E+02   1.77900000000E+02  h27678.5    
   1.66093494403E+02   1.75970000000E+02  h27678.6    
   1.66012990222E+02   1.79520000000E+02  h27678.7    
   1.65751151445E+02   1.79430000000E+02  h27678.8    
   1.65555145679E+02   1.77970000000E+02  h27678.9    
   1.65317265168E+02   1.74840000000E+02  h27678.10   
   1.64988141504E+02   1.74040000000E+02  h27678.11   
   1.64746838208E+02   1.74340000000E+02  h27678.12   
   1.64545168493E+02   1.74140000000E+02  h27678.13   
   1.64363159873E+02   1.69570000000E+02  h27678.14   
   1.63475126457E+02   1.69520000000E+02  h27678.15   
   1.43606599285E+02   1.59080000000E+02  h27683.1    
   1.43534818478E+02   1.62010000000E+02  h27683.2    
   1.43384058498E+02   1.67280000000E+02  h27683.3    
   2.02330856848E+02   2.04540000000E+02  h27684.1    
   2.01995841234E+02   2.03970000000E+02  h27684.2    
   2.01678703072E+02   2.02660000000E+02  h27684.3    
   2.01419163137E+02   1.99950000000E+02  h27684.4    
   2.01186521608E+02   1.97100000000E+02  h27684.5    
   2.00685724747E+02   1.95320000000E+02  h27684.6    
   2.00117293818E+02   1.96390000000E+02  h27684.7    
   2.09875062315E+02   2.19820000000E+02  h27688.1    
   2.11437989563E+02   2.26190000000E+02  h27688.2    
   2.11278895725E+02   2.23870000000E+02  h27688.3    
   2.11245578669E+02   2.13230000000E+02  h27688.4    
   2.11367918183E+02   2.09760000000E+02  h27688.5    
   2.11319692489E+02   2.14130000000E+02  h27688.6    
   2.11252066300E+02   2.11040000000E+02  h27688.7    
   2.11181945297E+02   2.16360000000E+02  h27688.8    
   2.11097178794E+02   2.17550000000E+02  h27688.9    
   2.10962232653E+02   2.15570000000E+02  h27688.10   
   2.10829214210E+02   2.14400000000E+02  h27688.11   
   2.10735126918E+02   2.17320000000E+02  h27688.12   
   2.10666031773E+02   2.19740000000E+02  h27688.13   
   2.10578491122E+02   2.20910000000E+02  h27688.14   
   2.10505289784E+02   2.15850000000E+02  h27688.15   
   2.10485907126E+02   2.18900000000E+02  h27688.16   
   2.10472828238E+02   2.18310000000E+02  h27688.17   
   2.11056017193E+02   2.18940000000E+02  h27688.18   
   2.11166553165E+02   2.18810000000E+02  h27688.19   
   2.11044597575E+02   2.18390000000E+02  h27688.20   
   2.11288009808E+02   2.18160000000E+02  h27688.21   
   2.10904733829E+02   2.18270000000E+02  h27688.22   
   2.10610298470E+02   2.16020000000E+02  h27688.23   
   2.10887020196E+02   2.18040000000E+02  h27688.24   
   1.94438411804E+02   2.07280000000E+02  h27689.1    
   1.94333427856E+02   2.06470000000E+02  h27689.2    
   1.94206014684E+02   2.05600000000E+02  h27689.3    
   1.94116746368E+02   2.05200000000E+02  h27689.4    
   1.94040265918E+02   2.04340000000E+02  h27689.5    
   1.93971131205E+02   2.04470000000E+02  h27689.6    
   1.93663926583E+02   2.03220000000E+02  h27689.7    
   1.93476312489E+02   2.02220000000E+02  h27689.8    
   1.93212926970E+02   2.02620000000E+02  h27689.9    
   1.93123708434E+02   1.96700000000E+02  h27689.10   
   1.93008396898E+02   1.96610000000E+02  h27689.11   
   1.92476898004E+02   1.96520000000E+02  h27689.12   
   1.92192138710E+02   1.97090000000E+02  h27689.13   
   1.91973428651E+02   1.94040000000E+02  h27689.14   
   1.91875477875E+02   1.92410000000E+02  h27689.15   
   1.91753569819E+02   1.91940000000E+02  h27689.16   
   1.91598910540E+02   1.91870000000E+02  h27689.17   
   1.91484675305E+02   1.91280000000E+02  h27689.18   
   1.91839059014E+02   1.90230000000E+02  h27689.19   
   1.93246652120E+02   1.91490000000E+02  h27689.20   
   1.93523307562E+02   1.90830000000E+02  h27689.21   
   1.93682055628E+02   1.89240000000E+02  h27689.22   
   1.93779402484E+02   1.88400000000E+02  h27689.23   
   1.93511415733E+02   1.86500000000E+02  h27689.24   
   1.92973088654E+02   1.85240000000E+02  h27689.25   
   1.92882980814E+02   1.84600000000E+02  h27689.26   
   1.92819853844E+02   1.82400000000E+02  h27689.27   
   1.92758684302E+02   1.81750000000E+02  h27689.28   
   1.92602494779E+02   1.79690000000E+02  h27689.29   
   1.92349007370E+02   1.79070000000E+02  h27689.30   
   1.92234396208E+02   1.77590000000E+02  h27689.31   
   1.92140067919E+02   1.76640000000E+02  h27689.32   
   1.92047244606E+02   1.74920000000E+02  h27689.33   
   1.91650747258E+02   1.75630000000E+02  h27689.34   
   1.90472982796E+02   1.71850000000E+02  h27689.35   
   1.90188042188E+02   1.70560000000E+02  h27689.36   
   1.89982310147E+02   1.68510000000E+02  h27689.37   
   1.89808494946E+02   1.64300000000E+02  h27689.38   
   1.89300207142E+02   1.62650000000E+02  h27689.39   
   1.86463717964E+02   1.62530000000E+02  h27689.40   
   1.85992193733E+02   1.63110000000E+02  h27689.41   
   1.85726960015E+02   1.60340000000E+02  h27689.42   
   1.85498836941E+02   1.48180000000E+02  h27689.43   
   1.85980671356E+02   1.57550000000E+02  h27689.44   
   1.86735150209E+02   1.57200000000E+02  h27689.45   
   1.86663979415E+02   1.53020000000E+02  h27689.46   
   1.85425189170E+02   1.53570000000E+02  h27689.47   
   1.89809444389E+02   1.51180000000E+02  h27689.48   
   1.90639239618E+02   1.53450000000E+02  h27689.49   
   1.90373980644E+02   1.51590000000E+02  h27689.50   
   1.66038799784E+02   1.79350000000E+02  h27690.1    
   1.66048861341E+02   1.81500000000E+02  h27690.2    
   1.66057193447E+02   1.81710000000E+02  h27690.3    
   1.66065497042E+02   1.81540000000E+02  h27690.4    
   1.66073313090E+02   1.82670000000E+02  h27690.5    
   1.66080826034E+02   1.80610000000E+02  h27690.6    
   1.66094361099E+02   1.85890000000E+02  h27690.7    
   1.66100626686E+02   1.86430000000E+02  h27690.8    
   1.66106234329E+02   1.82960000000E+02  h27690.9    
   1.66111827155E+02   1.79920000000E+02  h27690.10   
   1.49690908696E+02   1.55920000000E+02  h27694.1    
   1.49576442745E+02   1.58120000000E+02  h27694.2    
   1.49367048369E+02   1.59180000000E+02  h27694.3    
   1.49158251861E+02   1.57810000000E+02  h27694.4    
   1.48940019900E+02   1.57840000000E+02  h27694.5    
   1.48735940984E+02   1.57220000000E+02  h27694.6    
   1.48489956507E+02   1.57200000000E+02  h27694.7    
   1.48238025498E+02   1.56150000000E+02  h27694.8    
   1.47673148711E+02   1.57530000000E+02  h27694.9    
   1.47058671320E+02   1.56420000000E+02  h27694.10   
   1.46522763245E+02   1.55610000000E+02  h27694.11   
   1.44733374327E+02   1.52870000000E+02  h27694.12   
   1.43281640413E+02   1.52100000000E+02  h27694.13   
   1.42555305257E+02   1.50470000000E+02  h27694.14   
   1.41794949873E+02   1.51470000000E+02  h27694.15   
   1.64242208715E+02   1.69060000000E+02  h27698.1    
   1.63306833248E+02   1.66440000000E+02  h27698.2    
   1.63004640165E+02   1.64330000000E+02  h27698.3    
   1.62653533816E+02   1.63780000000E+02  h27698.4    
   1.62166111329E+02   1.63420000000E+02  h27698.5    
   1.61706022799E+02   1.63060000000E+02  h27698.6    
   1.61301269003E+02   1.61480000000E+02  h27698.7    
   1.60809512030E+02   1.59260000000E+02  h27698.8    
   1.60515922305E+02   1.56900000000E+02  h27698.9    
   1.59987198629E+02   1.55150000000E+02  h27698.10   
   1.59344494322E+02   1.55120000000E+02  h27698.11   
   1.59041366026E+02   1.54000000000E+02  h27698.12   
   1.59259852985E+02   1.55000000000E+02  h27698.13   
   1.61178539547E+02   1.54780000000E+02  h27698.14   
   1.61685073383E+02   1.54150000000E+02  h27698.15   
   1.61920787911E+02   1.54320000000E+02  h27698.16   
   1.62023015733E+02   1.55160000000E+02  h27698.17   
   1.61272670460E+02   1.53960000000E+02  h27698.18   
   1.59739328701E+02   1.54550000000E+02  h27698.19   
   1.59271587906E+02   1.53370000000E+02  h27698.20   
   1.58942871960E+02   1.57600000000E+02  h27698.21   
   1.58654162539E+02   1.52440000000E+02  h27698.22   
   1.57808897516E+02   1.53700000000E+02  h27698.23   
   1.56582409860E+02   1.47840000000E+02  h27698.24   
   1.56127791347E+02   1.47870000000E+02  h27698.25   
   1.55795174612E+02   1.46000000000E+02  h27698.26   
   1.55498119473E+02   1.40480000000E+02  h27698.27   
   1.54598707432E+02   1.41740000000E+02  h27698.28   
   1.51955401845E+02   1.38400000000E+02  h27698.29   
   1.50860607183E+02   1.40310000000E+02  h27698.30   
   1.50134458836E+02   1.37480000000E+02  h27698.31   
   1.49489076955E+02   1.40640000000E+02  h27698.32   
   1.48110871259E+02   1.33880000000E+02  h27698.33   
   1.45495558990E+02   1.36220000000E+02  h27698.34   
   1.44188635218E+02   1.36600000000E+02  h27698.35   
   1.43184153246E+02   1.29480000000E+02  h27698.36   
   1.42346683625E+02   1.26000000000E+02  h27698.37   
   1.40417117114E+02   1.21580000000E+02  h27698.38   
   1.83518796451E+02   1.98800000000E+02  h27702.1    
   1.83502260339E+02   1.99820000000E+02  h27702.2    
   1.83016196931E+02   2.00920000000E+02  h27702.3    
   1.82094250579E+02   1.96040000000E+02  h27702.4    
   1.81958573245E+02   1.98600000000E+02  h27702.5    
   1.81759815254E+02   1.97980000000E+02  h27702.6    
   1.81617719414E+02   1.98140000000E+02  h27702.7    
   1.81402781368E+02   1.97300000000E+02  h27702.8    
   1.80766953399E+02   1.97360000000E+02  h27702.9    
   1.80582071858E+02   1.96100000000E+02  h27702.10   
   1.80234972991E+02   1.94990000000E+02  h27702.11   
   1.79662458641E+02   1.94000000000E+02  h27702.12   
   1.79499671935E+02   1.93460000000E+02  h27702.13   
   1.79372704011E+02   1.92780000000E+02  h27702.14   
   1.79256156368E+02   1.92630000000E+02  h27702.15   
   1.78599745925E+02   1.91350000000E+02  h27702.16   
   1.78085032066E+02   1.90000000000E+02  h27702.17   
   1.77695941175E+02   1.88220000000E+02  h27702.18   
   1.77491762962E+02   1.88290000000E+02  h27702.19   
   1.77336573227E+02   1.86710000000E+02  h27702.20   
   1.76849018301E+02   1.84950000000E+02  h27702.21   
   1.76455406700E+02   1.84660000000E+02  h27702.22   
   1.76227758870E+02   1.84100000000E+02  h27702.23   
   1.76004158837E+02   1.84660000000E+02  h27702.24   
   1.75047433975E+02   1.80050000000E+02  h27702.25   
   1.74865150877E+02   1.79140000000E+02  h27702.26   
   1.74385328567E+02   1.76940000000E+02  h27702.27   
   1.73847137567E+02   1.77250000000E+02  h27702.28   
   1.73419980741E+02   1.76120000000E+02  h27702.29   
   1.74179759762E+02   1.76320000000E+02  h27702.30   
   1.77434002662E+02   1.76130000000E+02  h27702.31   
   1.77780292450E+02   1.76130000000E+02  h27702.32   
   1.77874058976E+02   1.74290000000E+02  h27702.33   
   1.77888742588E+02   1.75160000000E+02  h27702.34   
   1.76574827548E+02   1.73810000000E+02  h27702.35   
   1.74406645464E+02   1.71040000000E+02  h27702.36   
   1.74063811058E+02   1.70190000000E+02  h27702.37   
   1.73853178390E+02   1.68680000000E+02  h27702.38   
   1.73729969479E+02   1.66530000000E+02  h27702.39   
   1.72827902175E+02   1.65090000000E+02  h27702.40   
   1.71888027605E+02   1.63200000000E+02  h27702.41   
   1.71605591982E+02   1.63770000000E+02  h27702.42   
   1.71406983749E+02   1.67850000000E+02  h27702.43   
   1.71222601474E+02   1.62250000000E+02  h27702.44   
   1.70329992254E+02   1.65730000000E+02  h27702.45   
   1.67562494125E+02   1.60180000000E+02  h27702.46   
   1.66873036850E+02   1.56760000000E+02  h27702.47   
   1.66508267766E+02   1.55560000000E+02  h27702.48   
   1.66201052463E+02   1.55000000000E+02  h27702.49   
   1.64779216843E+02   1.53050000000E+02  h27702.50   
   1.62092517023E+02   1.51240000000E+02  h27702.51   
   1.60611358583E+02   1.50200000000E+02  h27702.52   
   1.60775244341E+02   1.46700000000E+02  h27702.53   
   1.61616582304E+02   1.44310000000E+02  h27702.54   
   1.61304107034E+02   1.47580000000E+02  h27702.55   
   1.60912940151E+02   1.46040000000E+02  h27702.56   
   1.70245069414E+02   1.45370000000E+02  h27702.57   
   1.71119870597E+02   1.40410000000E+02  h27702.58   
   1.70185241528E+02   1.42050000000E+02  h27702.59   
   1.70669597393E+02   1.41800000000E+02  h27702.60   
   1.70571384988E+02   1.41320000000E+02  h27702.61   
   1.69942984965E+02   1.40410000000E+02  h27702.62   
   1.69571480999E+02   1.39600000000E+02  h27702.63   
   1.75812318703E+02   1.82180000000E+02  h27703.1    
   1.75242434573E+02   1.81210000000E+02  h27703.2    
   1.74381320340E+02   1.79600000000E+02  h27703.3    
   1.74129481660E+02   1.79820000000E+02  h27703.4    
   1.73772626772E+02   1.80250000000E+02  h27703.5    
   1.73293089497E+02   1.79540000000E+02  h27703.6    
   1.72991625773E+02   1.77230000000E+02  h27703.7    
   1.72733486110E+02   1.76570000000E+02  h27703.8    
   1.72446195927E+02   1.76150000000E+02  h27703.9    
   1.72209950559E+02   1.75800000000E+02  h27703.10   
   1.72010523121E+02   1.75220000000E+02  h27703.11   
   1.71831497801E+02   1.75220000000E+02  h27703.12   
   1.70268795858E+02   1.72200000000E+02  h27703.13   
   1.69734393371E+02   1.70690000000E+02  h27703.14   
   1.69400764106E+02   1.70520000000E+02  h27703.15   
   1.69152425803E+02   1.68600000000E+02  h27703.16   
   1.68758715240E+02   1.67350000000E+02  h27703.17   
   1.68346010758E+02   1.66450000000E+02  h27703.18   
   1.68048019436E+02   1.66110000000E+02  h27703.19   
   1.67725240875E+02   1.65540000000E+02  h27703.20   
   1.66897364785E+02   1.61210000000E+02  h27703.21   
   1.66600219820E+02   1.59140000000E+02  h27703.22   
   1.66221085607E+02   1.57130000000E+02  h27703.23   
   1.65671167258E+02   1.57180000000E+02  h27703.24   
   1.65261609599E+02   1.57040000000E+02  h27703.25   
   1.65363550046E+02   1.57160000000E+02  h27703.26   
   1.67028199855E+02   1.56860000000E+02  h27703.27   
   1.67639527132E+02   1.56420000000E+02  h27703.28   
   1.67949433722E+02   1.54340000000E+02  h27703.29   
   1.68087322663E+02   1.55260000000E+02  h27703.30   
   1.67337216681E+02   1.53950000000E+02  h27703.31   
   1.65485801430E+02   1.52690000000E+02  h27703.32   
   1.64954246364E+02   1.52890000000E+02  h27703.33   
   1.64635903069E+02   1.50990000000E+02  h27703.34   
   1.64372904606E+02   1.49480000000E+02  h27703.35   
   1.51985195914E+02   1.64270000000E+02  h27704.1    
   1.52325393856E+02   1.64060000000E+02  h27704.2    
   1.52278518447E+02   1.65050000000E+02  h27704.3    
   1.52296449265E+02   1.64750000000E+02  h27704.4    
   1.52294452227E+02   1.63690000000E+02  h27704.5    
   1.52283997814E+02   1.64030000000E+02  h27704.6    
   1.52259027125E+02   1.64010000000E+02  h27704.7    
   1.52230525812E+02   1.63670000000E+02  h27704.8    
   1.52093274204E+02   1.64440000000E+02  h27704.9    
   1.51974208134E+02   1.65070000000E+02  h27704.10   
   1.51866060478E+02   1.64310000000E+02  h27704.11   
   1.51763543845E+02   1.62840000000E+02  h27704.12   
   1.51613049028E+02   1.62910000000E+02  h27704.13   
   1.51332076330E+02   1.62210000000E+02  h27704.14   
   1.51058628732E+02   1.62990000000E+02  h27704.15   
   1.50793349731E+02   1.61240000000E+02  h27704.16   
   1.50531170577E+02   1.59430000000E+02  h27704.17   
   1.50271674238E+02   1.59920000000E+02  h27704.18   
   1.78496328622E+02   1.83260000000E+02  h27708.1    
   1.78489924997E+02   1.80020000000E+02  h27708.2    
   1.78482401684E+02   1.80080000000E+02  h27708.3    
   1.78481204409E+02   1.79200000000E+02  h27708.4    
   1.78468417407E+02   1.80670000000E+02  h27708.5    
   1.78452410452E+02   1.83430000000E+02  h27708.6    
   1.78395430907E+02   1.84540000000E+02  h27708.7    
   1.78332237776E+02   1.86760000000E+02  h27708.8    
   1.78268527795E+02   1.82660000000E+02  h27708.9    
   1.78200391844E+02   1.78350000000E+02  h27708.10   
   1.78064652126E+02   1.78910000000E+02  h27708.11   
   1.77733108941E+02   1.78880000000E+02  h27708.12   
   1.77360347459E+02   1.83010000000E+02  h27708.13   
   1.76967221796E+02   1.76520000000E+02  h27708.14   
   1.76544438035E+02   1.74530000000E+02  h27708.15   
   1.76117758483E+02   1.74120000000E+02  h27708.16   
   1.75692580908E+02   1.73830000000E+02  h27708.17   
   1.75270947031E+02   1.76130000000E+02  h27708.18   
   1.74902693590E+02   1.75000000000E+02  h27708.19   
   1.74471886512E+02   1.73080000000E+02  h27708.20   
   1.74094716634E+02   1.72810000000E+02  h27708.21   
   1.73066350509E+02   1.71730000000E+02  h27708.22   
   1.72111367121E+02   1.72840000000E+02  h27708.23   
   1.70465595614E+02   1.72280000000E+02  h27708.24   
   1.68702601139E+02   1.71510000000E+02  h27708.25   
   1.67294250511E+02   1.68730000000E+02  h27708.26   
   1.63079396656E+02   1.65170000000E+02  h27708.27   
   1.60357429978E+02   1.61870000000E+02  h27708.28   
   1.57841210467E+02   1.62340000000E+02  h27708.29   
   1.55101453777E+02   1.62290000000E+02  h27708.30   
   1.57691409089E+02   1.57840000000E+02  h27711.1    
   1.57374911862E+02   1.57580000000E+02  h27711.2    
   1.56849411799E+02   1.55630000000E+02  h27711.3    
   1.56533510991E+02   1.54580000000E+02  h27711.4    
   1.56424175335E+02   1.60440000000E+02  h27711.5    
   1.56496994811E+02   1.60500000000E+02  h27711.6    
   1.56541114136E+02   1.59400000000E+02  h27711.7    
   1.56557932135E+02   1.59290000000E+02  h27711.8    
   1.56490788667E+02   1.55760000000E+02  h27711.9    
   1.51947379973E+02   1.63800000000E+02  h27713.1    
   1.51520763938E+02   1.63080000000E+02  h27713.2    
   1.51481699223E+02   1.63030000000E+02  h27713.3    
   1.51439423075E+02   1.65270000000E+02  h27713.4    
   1.51395107389E+02   1.63290000000E+02  h27713.5    
   1.50750638148E+02   1.59580000000E+02  h27713.6    
   1.50599734200E+02   1.60920000000E+02  h27713.7    
   1.50480490012E+02   1.60860000000E+02  h27713.8    
   1.50365197249E+02   1.62610000000E+02  h27713.9    
   1.50252012425E+02   1.60380000000E+02  h27713.10   
   1.50113746780E+02   1.60500000000E+02  h27713.11   
   1.49985419743E+02   1.60820000000E+02  h27713.12   
   1.49596481872E+02   1.59760000000E+02  h27713.13   
   1.49181271476E+02   1.59840000000E+02  h27713.14   
   1.48726506352E+02   1.59990000000E+02  h27713.15   
   1.48317791433E+02   1.57310000000E+02  h27713.16   
   1.47900451977E+02   1.59120000000E+02  h27713.17   
   1.47253520745E+02   1.53410000000E+02  h27713.18   
   1.46085633589E+02   1.57090000000E+02  h27713.19   
   1.45407571537E+02   1.55700000000E+02  h27713.20   
   1.44668402357E+02   1.53800000000E+02  h27713.21   
   1.73191195748E+02   1.73550000000E+02  h27715.1    
   1.72847845433E+02   1.72610000000E+02  h27715.2    
   1.95319676030E+02   2.31690000000E+02  h27716.1    
   1.95242105015E+02   2.29750000000E+02  h27716.2    
   1.95036537384E+02   2.28900000000E+02  h27716.3    
   1.94929751921E+02   2.28530000000E+02  h27716.4    
   1.95148255777E+02   2.30440000000E+02  h27716.5    
   1.96662346962E+02   2.30790000000E+02  h27716.6    
   1.97271412267E+02   2.30570000000E+02  h27716.7    
   1.97710664783E+02   2.33030000000E+02  h27716.8    
   1.97993224083E+02   2.29600000000E+02  h27716.9    
   1.39118284893E+02   1.26000000000E+02  h27719.1    
   1.50349325905E+02   1.25150000000E+02  h27719.2    
   1.46477031248E+02   1.24900000000E+02  h27719.3    
   1.46319590806E+02   1.22290000000E+02  h27719.4    
   1.47566716081E+02   1.17960000000E+02  h27719.5    
   1.44908408309E+02   1.20290000000E+02  h27719.6    
   1.46386804704E+02   1.17500000000E+02  h27719.7    
   1.54230271163E+02   1.65470000000E+02  h27724.1    
   1.53994636979E+02   1.64290000000E+02  h27724.2    
   1.53822396055E+02   1.66670000000E+02  h27724.3    
   1.53837825161E+02   1.66840000000E+02  h27724.4    
   1.53847519566E+02   1.67020000000E+02  h27724.5    
   1.53853449363E+02   1.66820000000E+02  h27724.6    
   1.51549633698E+02   1.54540000000E+02  h27724.7    
   1.51343123621E+02   1.62300000000E+02  h27724.8    
   2.01340963915E+02   2.28640000000E+02  h27734.1    
   2.02506839582E+02   2.28210000000E+02  h27734.2    
   2.03426423234E+02   2.24790000000E+02  h27734.3    
   2.04168198701E+02   2.18050000000E+02  h27734.4    
   1.65741867791E+02   1.74820000000E+02  h27735.1    
   1.65295248527E+02   1.72150000000E+02  h27735.2    
   1.33801092127E+02   1.41000000000E+02  h27735.3    
   1.41535238404E+02   1.42000000000E+02  h27735.4    
   1.40096803705E+02   1.43600000000E+02  h27735.5    
   1.33399845174E+02   1.38000000000E+02  h27735.6    
   1.40545815561E+02   1.35000000000E+02  h27735.7    
   1.40696043264E+02   1.32200000000E+02  h27735.8    
   1.39014163137E+02   1.40000000000E+02  h27735.9    
   1.38156222353E+02   1.37000000000E+02  h27735.10   
   1.62645816623E+02   1.46500000000E+02  h27736.1    
   1.66951483395E+02   1.36820000000E+02  h27736.2    
   1.49788733998E+02   1.31840000000E+02  h27736.3    
   1.65573715680E+02   1.31700000000E+02  h27736.4    
   1.61710367138E+02   1.32210000000E+02  h27736.5    
   1.64429357364E+02   1.30430000000E+02  h27736.6    
   2.00416243355E+02   2.28380000000E+02  h27739.1    
   2.00143547627E+02   2.26400000000E+02  h27739.2    
   1.99716817805E+02   2.25730000000E+02  h27739.3    
   1.99589683956E+02   2.24810000000E+02  h27739.4    
   2.00136139623E+02   2.28620000000E+02  h27739.5    
   2.02319578596E+02   2.28020000000E+02  h27739.6    
   2.03476964395E+02   2.28240000000E+02  h27739.7    
   2.04349550163E+02   2.23850000000E+02  h27739.8    
   2.04915168223E+02   2.23230000000E+02  h27739.9    
   2.05697865036E+02   2.05020000000E+02  h27739.10   
   2.05782477768E+02   1.99520000000E+02  h27739.11   
   2.05641963492E+02   2.00280000000E+02  h27739.12   
   2.05548903033E+02   1.96630000000E+02  h27739.13   
   2.05457362757E+02   1.95770000000E+02  h27739.14   
   2.05291402279E+02   1.94260000000E+02  h27739.15   
   2.05069220098E+02   1.96650000000E+02  h27739.16   
   2.04871143107E+02   1.92410000000E+02  h27739.17   
   2.04685529992E+02   1.91290000000E+02  h27739.18   
   2.04493456884E+02   1.88280000000E+02  h27739.19   
   2.04174999074E+02   1.88310000000E+02  h27739.20   
   2.03815461018E+02   1.86000000000E+02  h27739.21   
   2.03506017779E+02   1.93220000000E+02  h27739.22   
   2.03259103327E+02   1.97160000000E+02  h27739.23   
   2.03117187388E+02   1.98410000000E+02  h27739.24   
   2.03081334662E+02   1.99050000000E+02  h27739.25   
   2.03093989606E+02   2.02000000000E+02  h27739.26   
   2.03109169908E+02   2.03480000000E+02  h27739.27   
   2.02983884023E+02   2.04850000000E+02  h27739.28   
   2.03023158478E+02   2.05550000000E+02  h27739.29   
   2.03205054956E+02   2.03330000000E+02  h27739.30   
   2.02784844619E+02   2.01760000000E+02  h27739.31   
   2.02574037423E+02   1.96880000000E+02  h27739.32   
   2.02213631313E+02   1.99500000000E+02  h27739.33   
   9.20196396830E+01   9.49100000000E+01  h27748.1    
   9.20603599995E+01   1.06850000000E+02  h27748.2    
   9.20633154841E+01   1.05120000000E+02  h27748.3    
   9.20666419206E+01   1.03810000000E+02  h27748.4    
   9.20706078042E+01   1.06450000000E+02  h27748.5    
   9.20728534871E+01   1.05850000000E+02  h27748.6    
   9.20766034954E+01   1.07610000000E+02  h27748.7    
   9.20803003542E+01   1.09520000000E+02  h27748.8    
   1.87153981803E+02   2.02400000000E+02  h27750.1    
   1.87139579236E+02   2.02860000000E+02  h27750.2    
   1.86149709190E+02   2.02980000000E+02  h27750.3    
   1.85884099918E+02   2.02060000000E+02  h27750.4    
   1.85639696107E+02   2.00420000000E+02  h27750.5    
   1.85609398719E+02   2.01320000000E+02  h27750.6    
   1.85483420987E+02   1.99580000000E+02  h27750.7    
   1.85346739649E+02   2.00410000000E+02  h27750.8    
   1.84800693931E+02   2.00450000000E+02  h27750.9    
   1.84693751585E+02   1.99180000000E+02  h27750.10   
   1.84449501320E+02   1.98070000000E+02  h27750.11   
   1.84030744329E+02   1.97250000000E+02  h27750.12   
   1.83931350361E+02   1.96570000000E+02  h27750.13   
   1.83851594222E+02   1.95810000000E+02  h27750.14   
   1.83776819655E+02   1.95840000000E+02  h27750.15   
   1.83395255129E+02   1.94850000000E+02  h27750.16   
   1.83094043000E+02   1.93750000000E+02  h27750.17   
   1.82859685809E+02   1.92420000000E+02  h27750.18   
   1.82737575837E+02   1.92500000000E+02  h27750.19   
   1.82641072312E+02   1.90910000000E+02  h27750.20   
   1.82068412593E+02   1.89200000000E+02  h27750.21   
   1.80381037634E+02   1.84370000000E+02  h27750.22   
   1.79855526455E+02   1.80020000000E+02  h27750.23   
   1.82764827890E+02   1.78650000000E+02  h27750.24   
   1.82800471385E+02   1.77510000000E+02  h27750.25   
   1.82794688868E+02   1.77940000000E+02  h27750.26   
   1.84012810508E+02   1.73300000000E+02  h27752.1    
   1.83739774021E+02   1.74900000000E+02  h27752.2    
   1.83379015829E+02   1.73080000000E+02  h27752.3    
   1.82991937137E+02   1.73030000000E+02  h27752.4    
   1.82281898712E+02   1.73420000000E+02  h27752.5    
   1.81767557483E+02   1.82170000000E+02  h27752.6    
   1.80961151132E+02   1.80800000000E+02  h27752.7    
   1.79909820430E+02   1.81250000000E+02  h27752.8    
   1.78839926210E+02   1.77650000000E+02  h27752.9    
   1.77714472733E+02   1.73800000000E+02  h27752.10   
   1.76627600913E+02   1.75180000000E+02  h27752.11   
   1.75555390088E+02   1.76770000000E+02  h27752.12   
   1.74605823607E+02   1.75210000000E+02  h27752.13   
   1.73848768268E+02   1.73630000000E+02  h27752.14   
   1.73230481747E+02   1.73380000000E+02  h27752.15   
   1.72792712852E+02   1.73280000000E+02  h27752.16   
   1.72615820622E+02   1.74470000000E+02  h27752.17   
   1.72590179991E+02   1.75180000000E+02  h27752.18   
