 Inversion problem specifications ----->

   Number of parameters                                                 : 7
   Number of adjustable parameters                                      : 6
   Number of observations                                               : 1015
   Number of prior information equations                                : 0
   Number of observations plus prior information equations              : 1015
   Number of observations plus prior info. eqns. with non-zero weight   : 1015


 Cook's D ----->

 Observation_name       Stud_res        Leverage        var(h)/var(f)   Cooks_D         Hadis_stat
 oid:_1332_fair          0.2445133       1.1321113E-04   1.1322395E-04   1.1282150E-06   4.6876571E-04
 oid:_1333_fair         -0.1528049       1.0178956E-04   1.0179992E-04   3.9616034E-07   2.4064962E-04
 oid:_1334_fair          9.9983317E-02   1.4720721E-05   1.4720938E-05   2.4526711E-08   7.4166504E-05
 oid:_1335_best         -0.7392223       7.4940432E-04   7.4996634E-04   6.8303143E-05   4.0011787E-03
 oid:_1336_fair         -0.1043887       3.1616468E-04   3.1626467E-04   5.7438896E-07   3.8106414E-04
 oid:_1337_fair          1.4707220E-02   2.9087735E-04   2.9096198E-04   1.0489293E-08   2.9224822E-04
 oid:_1338_fair          0.1731952       3.0446342E-04   3.0455615E-04   1.5226063E-06   4.8293547E-04
 oid:_1339_fair          1.9573678E-02   1.6049015E-05   1.6049273E-05   1.0248233E-09   1.8327542E-05
 oid:_1340_fair          7.8784367E-02   2.8992481E-04   2.9000889E-04   3.0001306E-07   3.2691879E-04
 oid:_1341_fair         -0.2235653       1.4402424E-04   1.4404498E-04   1.1999289E-06   4.4127333E-04
 oid:_1342_fair         -5.1082607E-03   1.5262112E-04   1.5264441E-04   6.6385887E-10   1.5279958E-04
 oid:_1343_fair         -0.1341799       2.7523288E-04   2.7530865E-04   8.2612060E-07   3.8237246E-04
 oid:_1344_fair         -6.2413971E-02   7.0889292E-04   7.0939581E-04   4.6057567E-07   7.3256044E-04
 oid:_1345_fair         -4.4839798E-02   2.7917949E-04   2.7925745E-04   9.3579519E-08   2.9121351E-04
 oid:_1346_fair         -0.1559118       2.6296122E-05   2.6296813E-05   1.0653934E-07   1.7085033E-04
 oid:_1347_fair          6.2233073E-02   2.7305150E-05   2.7305895E-05   1.7625752E-08   5.0336442E-05
 oid:_1348_fair         -9.9724511E-02   2.6342851E-05   2.6343545E-05   4.3664330E-08   8.5481757E-05
 oid:_1349_fair         -0.1052760       1.1358493E-04   1.1359784E-04   2.0983484E-07   1.7950364E-04
 oid:_1350_fair         -0.1052117       2.8764467E-05   2.8765295E-05   5.3069561E-08   9.4590582E-05
 oid:_1353_fair          1.9356481E-03   2.5200349E-04   2.5206701E-04   1.5740466E-10   2.5208929E-04
 oid:_1355_fair         -0.1160659       2.6543333E-05   2.6544038E-05   5.9597120E-08   1.0665195E-04
 oid:_1356_fair          2.0112501E-02   2.5850031E-05   2.5850699E-05   1.7428228E-09   2.8256128E-05
 oid:_1358_fair         -3.9047303E-02   1.2434366E-06   1.2434381E-06   3.1597666E-10   1.0310004E-05
 oid:_1359_fair         -5.1983311E-02   2.5908913E-04   2.5915627E-04   1.1671814E-07   2.7522528E-04
 oid:_1360_fair         -0.1131929       2.9233098E-05   2.9233952E-05   6.2427282E-08   1.0542496E-04
 oid:_1361_fair          7.9841968E-02   2.8890044E-04   2.8898393E-04   3.0703290E-07   3.2689144E-04
 oid:_1362_fair         -0.1166977       2.5302928E-04   2.5309332E-04   5.7445227E-07   3.3407569E-04
 oid:_1363_fair         -0.1182343       2.5379810E-04   2.5386253E-04   5.9147199E-07   3.3699160E-04
 oid:_1364_fair         -0.1585456       2.6528263E-05   2.6528966E-05   1.1114185E-07   1.7600771E-04
 oid:_1365_fair         -0.1443773       1.2532436E-06   1.2532451E-06   4.3539389E-09   1.2520897E-04
 oid:_1366_best         -0.7932172       2.0567303E-06   2.0567345E-06   2.1568070E-07   3.7458795E-03
 oid:_1367_fair         -9.7569735E-03   2.9127153E-05   2.9128002E-05   4.6215717E-10   2.9694098E-05
 oid:_1368_fair         -0.1667266       2.9680176E-05   2.9681057E-05   1.3751110E-07   1.9498442E-04
 oid:_1369_fair          0.2103686       2.6682782E-04   2.6689903E-04   1.9686003E-06   5.3007179E-04
 oid:_1370_fair         -0.1870661       3.2327524E-04   3.2337979E-04   1.8860440E-06   5.3147656E-04
 oid:_1371_fair         -3.9526840E-02   3.5370777E-05   3.5372028E-05   9.2107057E-09   4.4662654E-05
 oid:_1372_fair          2.2369594E-02   2.4197939E-04   2.4203796E-04   2.0185915E-08   2.4501357E-04
 oid:_1373_fair          0.1553942       8.1175562E-04   8.1241510E-04   3.2696144E-06   9.5601042E-04
 oid:_1374_fair          3.2077733E-02   8.6469810E-04   8.6544645E-04   1.4842132E-07   8.7156527E-04
 oid:_1375_fair          4.1787675E-02   1.2841814E-03   1.2858327E-03   3.7422226E-07   1.2962165E-03
 oid:_1377_fair         -1.1378804E-03   1.0209848E-03   1.0220282E-03   2.2054889E-10   1.0220359E-03
 oid:_1378_fair         -0.1463912       5.2961210E-04   5.2989274E-04   1.8926352E-06   6.5733090E-04
 oid:_1379_fair         -2.7208728E-02   9.7786886E-04   9.7882602E-04   1.2077325E-07   9.8322829E-04
 oid:_1380_fair          2.3557729E-02   1.1574133E-03   1.1587545E-03   1.0717834E-07   1.1620546E-03
 oid:_1384_fair          8.9911840E-02   1.1861262E-04   1.1862669E-04   1.5983245E-07   1.6669926E-04
 oid:_1386_fair         -0.1145698       3.2942464E-05   3.2943549E-05   7.2070860E-08   1.1099955E-04
 oid:_1387_fair         -2.8473984E-02   1.1198732E-04   1.1199987E-04   1.5134313E-08   1.1682108E-04
 oid:_1388_fair          1.3509615E-02   2.5025586E-04   2.5031851E-04   7.6142587E-09   2.5140380E-04
 oid:_1390_fair          4.1074030E-02   5.6169796E-04   5.6201364E-04   1.5802662E-07   5.7204582E-04
 oid:_1391_fair          0.2832356       5.7709499E-05   5.7712829E-05   7.7164377E-07   5.3479189E-04
 oid:_1392_fair          4.2393392E-02   6.6162547E-04   6.6206351E-04   1.9831006E-07   6.7275055E-04
 oid:_1393_fair         -0.1602566       7.1111037E-04   7.1161641E-04   3.0459758E-06   8.6433886E-04
 oid:_1394_fair          9.2808265E-02   6.1578984E-04   6.1616927E-04   8.8454940E-07   6.6738898E-04
 oid:_1395_fair         -0.1219708       6.6201945E-04   6.6245801E-04   1.6425521E-06   7.5092444E-04
 oid:_1396_fair         -0.1408657       2.3163997E-06   2.3164051E-06   7.6607898E-09   1.2031557E-04
 oid:_1397_fair          1.8396748E-02   4.6908751E-05   4.6910952E-05   2.6460929E-09   4.8923482E-05
 oid:_1398_fair          0.2255099       4.7542461E-05   4.7544721E-05   4.0297879E-07   3.4996653E-04
 oid:_1400_fair         -0.1341087       1.0652782E-04   1.0653917E-04   3.1935372E-07   2.1348941E-04
 oid:_1401_fair          0.1084850       4.7330134E-05   4.7332375E-05   9.2842355E-08   1.1731726E-04
 oid:_1402_fair         -4.3322634E-02   2.5364569E-04   2.5371004E-04   7.9362639E-08   2.6487072E-04
 oid:_1403_fair          6.1118817E-02   1.2893118E-04   1.2894780E-04   8.0280963E-08   1.5116103E-04
 oid:_1404_fair          1.7559297E-03   1.1286361E-04   1.1287635E-04   5.8005068E-11   1.1289468E-04
 oid:_1405_fair          3.4670094E-02   7.1476423E-04   7.1527548E-04   1.4329536E-07   7.2242325E-04
 oid:_1406_fair         -0.1175426       2.9715892E-05   2.9716775E-05   6.8429168E-08   1.1187610E-04
 oid:_1407_fair          6.1417092E-02   7.4488901E-04   7.4544428E-04   4.6864332E-07   7.6787484E-04
 oid:_1408_fair          0.1406757       1.3787796E-04   1.3789698E-04   4.5482203E-07   2.5557805E-04
 oid:_1409_fair          3.0371870E-02   2.6220242E-04   2.6227119E-04   4.0322032E-08   2.6775653E-04
 oid:_1410_fair         -4.3362551E-02   2.5398975E-04   2.5405428E-04   7.9616836E-08   2.6523553E-04
 oid:_1411_fair         -8.1915898E-02   2.5367584E-04   2.5374020E-04   2.8377519E-07   2.9364263E-04
 oid:_1412_fair         -6.7515282E-02   4.6109860E-04   4.6131131E-04   3.5046692E-07   4.8841736E-04
 oid:_1413_fair         -0.1873180       2.9578420E-05   2.9579295E-05   1.7297983E-07   2.3823683E-04
 oid:_1414_fair         -0.1874268       1.2623714E-04   1.2625308E-04   7.3918658E-07   3.3515313E-04
 oid:_1415_fair          7.6981616E-02   1.1445991E-04   1.1447301E-04   1.1306440E-07   1.4971307E-04
 oid:_1416_fair          9.8152528E-02   1.1386242E-04   1.1387538E-04   1.8284436E-07   1.7116385E-04
 oid:_1417_fair         -4.3399388E-02   1.1237373E-04   1.1238636E-04   3.5280079E-08   1.2358662E-04
 oid:_1418_fair         -9.1703943E-02   3.7067018E-05   3.7068392E-05   5.1955139E-08   8.7076419E-05
 oid:_1419_fair          0.1488089       2.9810425E-05   2.9811313E-05   1.1002400E-07   1.6149355E-04
 oid:_1420_fair          7.6323415E-02   1.2163676E-04   1.2165156E-04   1.1810874E-07   1.5629158E-04
 oid:_1421_fair         -2.0730773E-02   7.0070860E-08   7.0070865E-08   5.0190005E-12   2.6256614E-06
 oid:_1422_fair          7.3756648E-02   3.1894494E-04   3.1904669E-04   2.8927130E-07   3.5139599E-04
 oid:_1423_fair         -0.1117439       1.6462944E-04   1.6465655E-04   3.4266930E-07   2.3890936E-04
 oid:_1425_fair         -7.7497579E-02   4.1309629E-05   4.1311336E-05   4.1351785E-08   7.7025372E-05
 oid:_1426_fair         -9.7592368E-02   8.4058423E-05   8.4065489E-05   1.3344374E-07   1.4070192E-04
 oid:_1427_fair         -8.7174275E-02   2.9275515E-05   2.9276372E-05   3.7080254E-08   7.4466133E-05
 oid:_1428_fair          8.3206911E-03   1.0777959E-04   1.0779121E-04   1.2438010E-09   1.0820291E-04
 oid:_1429_fair          8.6805125E-03   2.5862113E-04   2.5868803E-04   3.2487464E-09   2.5913610E-04
 oid:_1430_fair         -6.0437350E-02   2.8559477E-05   2.8560293E-05   1.7386903E-08   5.0280927E-05
 oid:_1432_fair          0.2584785       2.4907777E-04   2.4913982E-04   2.7742187E-06   6.4645727E-04
 oid:_1434_fair         -0.1808525       2.1170165E-05   2.1170613E-05   1.1540671E-07   2.1567215E-04
 oid:_1435_fair         -0.1808325       2.1169858E-05   2.1170306E-05   1.1537957E-07   2.1562892E-04
 oid:_1436_fair         -9.8745927E-02   8.2792616E-06   8.2793301E-06   1.3454958E-08   6.6262595E-05
 oid:_1437_fair          2.3984056E-02   8.3905977E-05   8.3913017E-05   8.0449500E-09   8.7333643E-05
 oid:_1438_fair         -5.9741722E-02   1.1971160E-04   1.1972593E-04   7.1218438E-08   1.4094944E-04
 oid:_1439_fair         -0.1654143       8.6062742E-05   8.6070150E-05   3.9250720E-07   2.4878162E-04
 oid:_1440_fair         -0.1248109       1.1559383E-04   1.1560719E-04   3.0014997E-07   2.0824142E-04
 oid:_1441_fair         -0.2992080       3.9030674E-04   3.9045914E-04   5.8260049E-06   9.2286780E-04
 oid:_1442_fair          1.6161792E-02   2.1021610E-05   2.1022051E-05   9.1517236E-10   2.2575294E-05
 oid:_1447_best          -1.357157       3.9363272E-03   3.9518831E-03   1.2131465E-03   1.4924517E-02
 oid:_1454_fair         -8.0069901E-02   8.7415294E-07   8.7415371E-07   9.3406078E-10   3.8998414E-05
 oid:_1455_fair         -0.1734494       1.4369630E-05   1.4369836E-05   7.2052002E-08   1.9327320E-04
 oid:_1456_fair         -0.1798732       3.3888639E-06   3.3888754E-06   1.8274149E-08   1.9578965E-04
 oid:_1457_fair         -3.2664413E-02   1.2083290E-04   1.2084750E-04   2.1489986E-08   1.2719219E-04
 oid:_1461_fair         -0.1100404       3.1338314E-05   3.1339296E-05   6.3247376E-08   1.0334548E-04
 oid:_1462_fair         -0.1998497       4.4140575E-04   4.4160068E-04   2.9395800E-06   6.7911186E-04
 oid:_1463_fair         -9.4456722E-02   2.1529490E-05   2.1529953E-05   3.2015300E-08   7.4585362E-05
 oid:_1464_fair          8.8031932E-02   2.2050666E-05   2.2051152E-05   2.8481346E-08   6.8134486E-05
 oid:_1468_fair         -0.1291553       3.0403183E-05   3.0404107E-05   8.4528917E-08   1.2959951E-04
 oid:_1469_fair          5.5471888E-02   1.2989065E-04   1.2990752E-04   6.6623728E-08   1.4820568E-04
 oid:_1471_fair         -2.2268410E-02   1.1544780E-04   1.1546113E-04   9.5425174E-09   1.1840988E-04
 oid:_1475_fair          0.2006538       1.0167768E-04   1.0168802E-04   6.8235932E-07   3.4111440E-04
 oid:_1477_fair         -0.2190830       2.9434513E-05   2.9435379E-05   2.3547008E-07   3.1486437E-04
 oid:_1479_fair         -9.0805396E-02   2.2462317E-05   2.2462822E-05   3.0869982E-08   7.1495650E-05
 oid:_1480_fair         -0.8006060       7.6528096E-04   7.6586706E-04   8.1816300E-05   4.5798043E-03
 oid:_1481_fair          9.6556275E-02   1.1484386E-04   1.1485705E-04   1.7847090E-07   1.7029729E-04
 oid:_1483_fair         -5.8142346E-02   1.4100354E-05   1.4100553E-05   7.9445628E-09   3.4202894E-05
 oid:_1487_fair         -0.1630132       3.7219727E-06   3.7219865E-06   1.6484249E-08   1.6174383E-04
 oid:_1488_fair          0.1457422       1.1363497E-04   1.1364788E-04   4.0232857E-07   2.3995854E-04
 oid:_1491_fair          0.1570163       1.1574847E-04   1.1576187E-04   4.7566756E-07   2.6237064E-04
 oid:_1496_fair         -0.1306113       2.2034740E-05   2.2035225E-05   6.2650956E-08   1.2347981E-04
 oid:_1497_fair         -0.2016882       2.6860133E-04   2.6867350E-04   1.8215230E-06   5.1057506E-04
 oid:_1498_fair          2.9929541E-04   4.0760991E-05   4.0762653E-05   6.0857105E-13   4.0763185E-05
 oid:_1499_fair         -0.3612719       1.6437550E-04   1.6440252E-04   3.5762310E-06   9.4062210E-04
 oid:_1500_fair          3.4358644E-02   1.3458856E-05   1.3459037E-05   2.6481023E-09   2.0478964E-05
 oid:_1501_fair          0.2178461       2.1432282E-04   2.1436876E-04   1.6955470E-06   4.9658377E-04
 oid:_1505_fair          1.6122398E-02   8.4417092E-05   8.4424219E-05   3.6574220E-09   8.5969898E-05
 oid:_1506_fair          7.6618357E-02   7.6985443E-06   7.6986036E-06   7.5322787E-09   4.2606870E-05
 oid:_1507_fair         -0.1820149       2.9731178E-04   2.9740021E-04   1.6421164E-06   4.9441021E-04
 oid:_1509_fair          4.2379442E-02   3.5777147E-06   3.5777275E-06   1.0709433E-09   1.4257729E-05
 oid:_1514_fair         -8.1102551E-02   3.7236464E-04   3.7250335E-04   4.0836448E-07   4.1161732E-04
 oid:_1517_fair         -0.1610576       8.4721598E-07   8.4721670E-07   3.6627377E-09   1.5510028E-04
 oid:_1518_fair          3.7691268E-02   4.0767544E-05   4.0769206E-05   9.6530044E-09   4.9216978E-05
 oid:_1520_fair         -9.6550949E-02   4.5298854E-06   4.5299059E-06   7.0380286E-09   5.9964030E-05
 oid:_1521_fair         -5.6211235E-02   1.6734011E-04   1.6736812E-04   8.8138925E-08   1.8615730E-04
 oid:_1522_fair         -0.1905904       3.1187895E-05   3.1188868E-05   1.8882105E-07   2.4720082E-04
 oid:_1525_fair         -0.1810306       4.7325876E-06   4.7326100E-06   2.5849564E-08   1.9961740E-04
 oid:_1526_fair         -0.1779205       3.3721864E-05   3.3723001E-05   1.7792092E-07   2.2196901E-04
 oid:_1529_fair         -0.1060714       6.0802958E-05   6.0806655E-05   1.1402395E-07   1.2771205E-04
 oid:_1530_fair         -0.1013844       1.0189305E-04   1.0190343E-04   1.7457421E-07   1.6302676E-04
 oid:_1532_fair          0.1334651       3.0263496E-05   3.0264412E-05   8.9849652E-08   1.3619056E-04
 oid:_1534_fair         -0.1014453       1.2112781E-04   1.2114248E-04   2.0778242E-07   1.8233919E-04
 oid:_1535_fair          4.7627727E-02   3.4513274E-05   3.4514465E-05   1.3048771E-08   4.8003497E-05
 oid:_1536_fair         -7.3207549E-02   3.7818623E-05   3.7820054E-05   3.3781787E-08   6.9689471E-05
 oid:_1537_fair          8.8909487E-02   1.3724764E-05   1.3724953E-05   1.8082389E-08   6.0731645E-05
 oid:_1538_fair         -7.1842165E-03   3.5440407E-04   3.5452972E-04   3.0497218E-09   3.5483664E-04
 oid:_1541_fair         -0.1332707       1.0725246E-04   1.0726396E-04   3.1752062E-07   2.1288175E-04
 oid:_1542_fair         -0.1266008       2.2581604E-05   2.2582114E-05   6.0323467E-08   1.1789243E-04
 oid:_1543_fair          0.2977930       8.5162111E-07   8.5162183E-07   1.2587065E-08   5.2823591E-04
 oid:_1546_fair         -7.1686408E-02   4.6295661E-04   4.6317104E-04   3.9670145E-07   4.9372981E-04
 oid:_1548_fair         -0.2427196       2.9594049E-04   2.9602810E-04   2.9066419E-06   6.4637258E-04
 oid:_1549_fair         -0.1728108       1.3854039E-05   1.3854231E-05   6.8956172E-08   1.9144276E-04
 oid:_1553_fair          5.5859684E-02   4.4031766E-04   4.4051162E-04   2.2908839E-07   4.5906651E-04
 oid:_1554_fair         -0.1720958       5.2029955E-05   5.2032663E-05   2.5684167E-07   2.2815463E-04
 oid:_1561_fair         -6.9915451E-02   4.2030251E-05   4.2032018E-05   3.4243277E-08   7.1099574E-05
 oid:_1563_fair         -7.2927314E-02   1.3336966E-05   1.3337144E-05   1.1822029E-08   4.4963038E-05
 oid:_1566_fair         -8.6064872E-02   6.7779995E-04   6.7825968E-04   8.3732990E-07   7.2230656E-04
 oid:_1568_fair         -0.3045309       9.1690049E-05   9.1698457E-05   1.4173378E-06   6.4322015E-04
 oid:_1569_fair         -0.1318072       3.3698942E-06   3.3699055E-06   9.7576438E-09   1.0668078E-04
 oid:_1570_fair         -0.2198619       3.6385115E-05   3.6386439E-05   2.9314896E-07   3.2384877E-04
 oid:_1576_fair          4.5895365E-03   1.8902723E-04   1.8906296E-04   6.6373217E-10   1.8918822E-04
 oid:_1578_fair         -0.1278751       2.9325824E-04   2.9334426E-04   7.9946345E-07   3.9058302E-04
 oid:_1579_fair         -0.1252427       1.5795607E-06   1.5795632E-06   4.1294346E-09   9.4855939E-05
 oid:_1580_fair          4.4694168E-02   1.3331773E-05   1.3331950E-05   4.4385810E-09   2.5210479E-05
 oid:_1581_fair         -7.6558263E-02   1.5336178E-06   1.5336202E-06   1.4981342E-09   3.6387149E-05
 oid:_1584_fair         -3.2263462E-02   4.6433789E-06   4.6434004E-06   8.0557657E-10   1.0833284E-05
 oid:_1585_fair          6.4229716E-02   6.9467109E-05   6.9471935E-05   4.7767241E-08   9.4003987E-05
 oid:_1586_fair         -3.4260762E-02   1.2330529E-04   1.2332049E-04   2.4125595E-08   1.3030048E-04
 oid:_1587_fair         -0.1653708       2.8285175E-04   2.8293178E-04   1.2895788E-06   4.4555751E-04
 oid:_1588_fair         -1.3812457E-02   7.5912434E-04   7.5970105E-04   2.4156464E-08   7.6083554E-04
 oid:_1589_fair          5.3274236E-02   2.7750837E-05   2.7751607E-05   1.3127177E-08   4.4628627E-05
 oid:_1590_fair         -1.7760144E-02   2.6028941E-04   2.6035718E-04   1.3687094E-08   2.6223284E-04
 oid:_1591_fair          4.4819595E-02   2.6815411E-04   2.6822604E-04   8.9801904E-08   2.8017133E-04
 oid:_1592_fair         -4.2042625E-02   1.1673172E-04   1.1674535E-04   3.4392837E-08   1.2725626E-04
 oid:_1593_best          9.0077466E-03   6.4434446E-03   6.4852318E-03   8.7701409E-08   6.4857143E-03
 oid:_1594_fair         -0.1357395       2.6563037E-05   2.6563743E-05   8.1573741E-08   1.3613090E-04
 oid:_1595_fair          0.2168477       2.4084312E-05   2.4084892E-05   1.8875699E-07   3.0371886E-04
 oid:_1596_fair          0.2180524       2.7664906E-04   2.7672562E-04   2.1929062E-06   5.5947553E-04
 oid:_1600_fair         -0.1067082       3.0521788E-05   3.0522720E-05   5.7925249E-08   9.8233984E-05
 oid:_1601_fair         -9.7090745E-02   2.6642138E-05   2.6642848E-05   4.1858635E-08   8.2698551E-05
 oid:_1602_fair         -0.1293732       6.9308613E-06   6.9309093E-06   1.9334274E-08   1.0646141E-04
 oid:_1604_fair         -0.1554509       8.8014272E-07   8.8014350E-07   3.5447769E-09   1.4458027E-04
 oid:_1605_fair          0.2927894       3.2026298E-05   3.2027324E-05   4.5759389E-07   5.4183668E-04
 oid:_1607_fair         -7.8258244E-02   1.0391531E-04   1.0392611E-04   1.0608003E-07   1.4034468E-04
 oid:_1608_best          0.5683382       2.7638475E-03   2.7715075E-03   1.4920334E-04   4.6928841E-03
 oid:_1610_fair         -8.4021063E-02   1.3766971E-05   1.3767160E-05   1.6198301E-08   5.5746873E-05
 oid:_1611_fair         -0.4076755       1.1537745E-04   1.1539076E-04   3.1963111E-06   1.1038548E-03
 oid:_1612_fair         -0.2978949       1.4946738E-04   1.4948973E-04   2.2109877E-06   6.7723519E-04
 oid:_1613_fair         -8.0000479E-02   2.6057393E-04   2.6064185E-04   2.7802130E-07   2.9870003E-04
 oid:_1614_fair         -6.5570352E-02   1.8424399E-04   1.8427794E-04   1.3204961E-07   2.0984477E-04
 oid:_1615_fair         -0.1695538       1.9298815E-04   1.9302540E-04   9.2486458E-07   3.6398260E-04
 oid:_1616_fair          0.1350798       3.0442053E-04   3.0451323E-04   9.2605344E-07   4.1301806E-04
 oid:_1617_fair         -6.6571719E-02   2.9371460E-04   2.9380089E-04   2.1701083E-07   3.2015459E-04
 oid:_1618_fair         -0.1889941       3.0916418E-05   3.0917374E-05   1.8405518E-07   2.4332600E-04
 oid:_1619_fair          2.4921135E-02   2.5064567E-05   2.5065195E-05   2.5945108E-09   2.8758337E-05
 oid:_1620_fair         -0.1179658       9.9481715E-05   9.9491612E-05   2.3075290E-07   1.8224352E-04
 oid:_1621_fair          5.6286446E-03   7.1253912E-04   7.1304720E-04   3.7650842E-09   7.1323559E-04
 oid:_1622_fair         -5.1162158E-02   1.4223520E-04   1.4225544E-04   6.2060507E-08   1.5782079E-04
 oid:_1623_fair         -0.1155539       1.4268825E-04   1.4270861E-04   3.1759080E-07   2.2211123E-04
 oid:_1626_fair         -0.3411900       8.4167607E-07   8.4167678E-07   1.6330014E-08   6.9315496E-04
 oid:_1627_fair          6.6642204E-02   1.3543269E-05   1.3543453E-05   1.0024826E-08   3.9952984E-05
 oid:_1632_fair         -6.9540579E-02   1.6383579E-04   1.6386264E-04   1.3207034E-07   1.9261932E-04
 oid:_1633_fair         -0.2060537       2.8756111E-05   2.8756938E-05   2.0349424E-07   2.8124397E-04
 oid:_1637_fair         -0.1587711       1.0200364E-04   1.0201405E-04   4.2859947E-07   2.5191826E-04
 oid:_1638_fair         -0.1005300       1.7369513E-04   1.7372531E-04   2.9261965E-07   2.3382276E-04
 oid:_1642_fair          2.5321412E-02   1.2138561E-04   1.2140035E-04   1.2973123E-08   1.2521308E-04
 oid:_1643_fair         -0.1360570       8.5121901E-07   8.5121973E-07   2.6262258E-09   1.1093154E-04
 oid:_1646_fair         -0.1247700       1.0013716E-04   1.0014719E-04   2.5984103E-07   1.9272076E-04
 oid:_1648_fair          0.1763636       2.7188128E-05   2.7188868E-05   1.4094765E-07   2.1215467E-04
 oid:_1649_fair         -0.1312088       5.6900605E-06   5.6900928E-06   1.6326537E-08   1.0806498E-04
 oid:_1650_fair         -2.2751008E-03   4.4131947E-04   4.4151431E-04   3.8088584E-10   4.4154509E-04
 oid:_1652_fair         -2.4310779E-02   6.9809302E-04   6.9858070E-04   6.8811825E-08   7.0209515E-04
 ofr_somo_05393160      -0.9954538       3.9940340E-02   4.1601935E-02   6.8707559E-03   4.7500033E-02
 ofr_scott_05393194      -3.609776       7.6595325E-02   8.2948816E-02   0.1801438       0.1613695    
 ofr_thndr_053922926     0.4768147       4.7939325E-02   5.0353225E-02   1.9079864E-03   5.1705460E-02
 ofr_deer_05359809        1.916406       1.5146358E-02   1.5379298E-02   9.4136946E-03   3.7296976E-02
 ofr_squaw_05359871      -6.726910       9.9856881E-02   0.1109344       0.8366551       0.3913404    
 ofr_swmsgr_05392298     0.2412668       1.2142514E-02   1.2291767E-02   1.1924999E-04   1.2637930E-02
 ofr_elk_05359350        -5.464741       0.1971628       0.2455826        1.222322       0.4274871    
 ofr_popple_05359355     -10.06442       0.8791965        7.277905        122.8662        7.887633    
 ofr_willow_05392290     0.4445044       4.1585925E-02   4.3390353E-02   1.4288742E-03   4.4565504E-02
 ofr_sqrrl_05392202       5.816138       0.1037243       0.1157281       0.6524649       0.3231141    
 ofr_sailor_05359249     -3.105560       4.3233354E-02   4.5186937E-02   7.2634271E-02   0.1030671    
 ofr_sf_flmb_05359215     13.37374       0.6225800        1.649568        49.17274        2.789393    
 ofr_sprnstd_05359100     4.599215       8.1347031E-02   8.8550338E-02   0.3121809       0.2168050    
 ap_flds_fcrd_mix        -4.069253       4.0408899E-02   4.2110539E-02   0.1162168       0.1421527    
 ap_siev_fr124_mix       5.6410647E-02    0.000000        0.000000        0.000000       1.8922722E-05
 ap_siev_shp_rd_gw       0.4423297       2.1996693E-04   2.2001532E-04   7.1745358E-06   1.3837029E-03
 ap_mainbranch_gw       -0.1804902       1.7398712E-02   1.7706787E-02   9.6138141E-05   1.7900510E-02
 ap_dsofdam_gw            1.362536       1.7084811E-03   1.7114050E-03   5.2953816E-04   1.2771383E-02
 ap_wflowing_trib_sw    -0.3668520       3.0437412E-04   3.0446679E-04   6.8292114E-06   1.1048535E-03
 ap_eflowing_trib_sw    -0.3887977       4.0336544E-04   4.0352821E-04   1.0166465E-05   1.3025546E-03
 usfs243el01_gw_b        -10.41735       0.1714705       0.2069576        3.743216       0.9154080    
 usfs_243el02_gw_b       -4.899473       0.1444825       0.1688832       0.6756690       0.3145932    
 usfs_245el05_gw_a      -2.5930899E-02   2.6514068E-05   2.6514771E-05   2.9714729E-09   3.0513256E-05
 usfs_243el06_gw_a       0.8991648       2.5347565E-03   2.5411979E-03   3.4242525E-04   7.3527576E-03
 usfs_243el07_gw_b       7.8736588E-02   7.5928768E-05   7.5934533E-05   7.8458728E-08   1.1279968E-04
 usfs_244el08_gw_b       0.1360535        0.000000        0.000000        0.000000       1.1007474E-04
 usfs_244el09_sw_b       3.8515541E-03    0.000000        0.000000        0.000000       8.8212899E-08
 usfs_246el10_sw_a        0.000000        0.000000        0.000000        0.000000        0.000000    
 usfs_239fl3_gw_b        -4.828119       0.2585265       0.3486658        1.354609       0.4896985    
 usfs_240fl5_gw_b        -3.764897       0.2677606       0.3656736       0.8638705       0.4508378    
 usfs_23811_gw_a        -2.5528173E-02   2.2832662E-05   2.2833183E-05   2.4800171E-09   2.6708434E-05
 usfs_24207_mix_b        0.1306917       2.9445719E-04   2.9454392E-04   8.3848472E-07   3.9611353E-04
 usfs_24212_gw_a        -0.2235624       3.8706701E-04   3.8721688E-04   3.2255262E-06   6.8443763E-04
 usfs_24213_mix_b        -3.338858       2.7581745E-02   2.8364075E-02   5.2700316E-02   9.5375236E-02
 usfs_24214_mix_a        -6.239113       1.7236320E-02   1.7538622E-02   0.1137863       0.2581367    
 usfs_24216_mix_b        2.9789128E-02   3.0896418E-08   3.0896419E-08   4.5695400E-12   5.3077622E-06
 usfs_24218_mix_a       -7.5587501E-02   2.5579097E-04   2.5585642E-04   2.4363800E-07   2.8983166E-04
 usfs_24229_mix_b       -0.3307007       4.0844447E-03   4.1011958E-03   7.4753137E-05   4.7515907E-03
 usfs_24230_mix_b        -3.687270       2.3235558E-02   2.3788292E-02   5.3904117E-02   0.1057147    
 usfs_24232_mix_b        -4.093589       1.7370703E-02   1.7677779E-02   4.9372481E-02   0.1189790    
 usfs_24233_gw_b         -1.169114       1.7636863E-02   1.7953507E-02   4.0898915E-03   2.6092153E-02
 usfs_24234_mix_b         2.708404       1.1813487E-04   1.1814882E-04   1.4444583E-04   4.4057681E-02
 usfs_24235_gw_b         0.1976029       1.1813487E-04   1.1814882E-04   7.6889078E-07   3.5034945E-04


