obsval,obsnme,obgnme
45.0,i001pr07c04_19700101,i001pr07c04
25.198383,i001pr07c04_19700102,i001pr07c04
25.093117,i001pr07c04_19750101,i001pr07c04
24.344545,i001pr07c04_19750102,i001pr07c04
45.0,i001pr07c05_19700101,i001pr07c05
24.482367,i001pr07c05_19700102,i001pr07c05
24.378872,i001pr07c05_19750101,i001pr07c05
23.696486,i001pr07c05_19750102,i001pr07c05
45.0,i001pr07c06_19700101,i001pr07c06
23.636639,i001pr07c06_19700102,i001pr07c06
23.534174,i001pr07c06_19750101,i001pr07c06
22.924034,i001pr07c06_19750102,i001pr07c06
45.0,i001pr07c07_19700101,i001pr07c07
22.414465,i001pr07c07_19700102,i001pr07c07
22.308882,i001pr07c07_19750101,i001pr07c07
21.790745,i001pr07c07_19750102,i001pr07c07
45.0,i001pr07c08_19700101,i001pr07c08
21.393326,i001pr07c08_19700102,i001pr07c08
21.28378,i001pr07c08_19750101,i001pr07c08
20.845161,i001pr07c08_19750102,i001pr07c08
45.0,i001pr07c09_19700101,i001pr07c09
20.689724,i001pr07c09_19700102,i001pr07c09
20.580471,i001pr07c09_19750101,i001pr07c09
20.208265,i001pr07c09_19750102,i001pr07c09
45.0,i001pr07c10_19700101,i001pr07c10
20.25213,i001pr07c10_19700102,i001pr07c10
20.147764,i001pr07c10_19750101,i001pr07c10
19.82701,i001pr07c10_19750102,i001pr07c10
45.0,i001pr07c11_19700101,i001pr07c11
19.853708,i001pr07c11_19700102,i001pr07c11
19.75914,i001pr07c11_19750101,i001pr07c11
19.488554,i001pr07c11_19750102,i001pr07c11
45.0,i001pr07c12_19700101,i001pr07c12
19.434319,i001pr07c12_19700102,i001pr07c12
19.364618,i001pr07c12_19750101,i001pr07c12
19.159319,i001pr07c12_19750102,i001pr07c12
45.0,i001pr07c13_19700101,i001pr07c13
18.9892,i001pr07c13_19700102,i001pr07c13
18.96742,i001pr07c13_19750101,i001pr07c13
18.87306,i001pr07c13_19750102,i001pr07c13
45.0,i001pr07c14_19700101,i001pr07c14
18.433508,i001pr07c14_19700102,i001pr07c14
18.442278,i001pr07c14_19750101,i001pr07c14
18.591692,i001pr07c14_19750102,i001pr07c14
45.0,i001pr07c15_19700101,i001pr07c15
18.061958,i001pr07c15_19700102,i001pr07c15
17.858574,i001pr07c15_19750101,i001pr07c15
17.749748,i001pr07c15_19750102,i001pr07c15
45.0,i001pr07c16_19700101,i001pr07c16
18.327635,i001pr07c16_19700102,i001pr07c16
18.14065,i001pr07c16_19750101,i001pr07c16
17.956818,i001pr07c16_19750102,i001pr07c16
45.0,i001pr07c17_19700101,i001pr07c17
18.575548,i001pr07c17_19700102,i001pr07c17
18.422056,i001pr07c17_19750101,i001pr07c17
18.221802,i001pr07c17_19750102,i001pr07c17
45.0,i001pr07c18_19700101,i001pr07c18
18.729385,i001pr07c18_19700102,i001pr07c18
18.596825,i001pr07c18_19750101,i001pr07c18
18.394833,i001pr07c18_19750102,i001pr07c18
45.0,i001pr08c01_19700101,i001pr08c01
26.500877,i001pr08c01_19700102,i001pr08c01
26.390882,i001pr08c01_19750101,i001pr08c01
25.496016,i001pr08c01_19750102,i001pr08c01
45.0,i001pr08c02_19700101,i001pr08c02
26.40194,i001pr08c02_19700102,i001pr08c02
26.292255,i001pr08c02_19750101,i001pr08c02
25.406803,i001pr08c02_19750102,i001pr08c02
-9999999.0,i001pr08c03_19700101,i001pr08c03
-9999999.0,i001pr08c03_19700102,i001pr08c03
-9999999.0,i001pr08c03_19750101,i001pr08c03
-9999999.0,i001pr08c03_19750102,i001pr08c03
45.0,i001pr08c07_19700101,i001pr08c07
21.50901,i001pr08c07_19700102,i001pr08c07
21.393436,i001pr08c07_19750101,i001pr08c07
20.932455,i001pr08c07_19750102,i001pr08c07
45.0,i001pr08c08_19700101,i001pr08c08
20.728756,i001pr08c08_19700102,i001pr08c08
20.606617,i001pr08c08_19750101,i001pr08c08
20.212767,i001pr08c08_19750102,i001pr08c08
45.0,i001pr08c09_19700101,i001pr08c09
20.233364,i001pr08c09_19700102,i001pr08c09
20.108456,i001pr08c09_19750101,i001pr08c09
19.769737,i001pr08c09_19750102,i001pr08c09
45.0,i001pr08c10_19700101,i001pr08c10
19.833775,i001pr08c10_19700102,i001pr08c10
19.707552,i001pr08c10_19750101,i001pr08c10
19.42043,i001pr08c10_19750102,i001pr08c10
45.0,i001pr08c11_19700101,i001pr08c11
19.436407,i001pr08c11_19700102,i001pr08c11
19.315592,i001pr08c11_19750101,i001pr08c11
19.08745,i001pr08c11_19750102,i001pr08c11
45.0,i001pr08c12_19700101,i001pr08c12
19.038837,i001pr08c12_19700102,i001pr08c12
18.95553,i001pr08c12_19750101,i001pr08c12
18.803177,i001pr08c12_19750102,i001pr08c12
45.0,i001pr08c13_19700101,i001pr08c13
18.682894,i001pr08c13_19700102,i001pr08c13
18.740501,i001pr08c13_19750101,i001pr08c13
18.6902,i001pr08c13_19750102,i001pr08c13
45.0,i001pr08c14_19700101,i001pr08c14
18.106554,i001pr08c14_19700102,i001pr08c14
18.52954,i001pr08c14_19750101,i001pr08c14
18.643167,i001pr08c14_19750102,i001pr08c14
45.0,i001pr08c15_19700101,i001pr08c15
16.585093,i001pr08c15_19700102,i001pr08c15
16.024282,i001pr08c15_19750101,i001pr08c15
15.879584,i001pr08c15_19750102,i001pr08c15
45.0,i001pr08c16_19700101,i001pr08c16
17.833862,i001pr08c16_19700102,i001pr08c16
17.571512,i001pr08c16_19750101,i001pr08c16
17.408804,i001pr08c16_19750102,i001pr08c16
45.0,i001pr08c17_19700101,i001pr08c17
18.290537,i001pr08c17_19700102,i001pr08c17
18.114109,i001pr08c17_19750101,i001pr08c17
17.936972,i001pr08c17_19750102,i001pr08c17
45.0,i001pr08c18_19700101,i001pr08c18
18.50311,i001pr08c18_19700102,i001pr08c18
18.359577,i001pr08c18_19750101,i001pr08c18
18.174435,i001pr08c18_19750102,i001pr08c18
45.0,i001pr09c01_19700101,i001pr09c01
26.644382,i001pr09c01_19700102,i001pr09c01
26.533674,i001pr09c01_19750101,i001pr09c01
25.60909,i001pr09c01_19750102,i001pr09c01
45.0,i001pr09c02_19700101,i001pr09c02
26.593767,i001pr09c02_19700102,i001pr09c02
26.48321,i001pr09c02_19750101,i001pr09c02
25.563356,i001pr09c02_19750102,i001pr09c02
-9999999.0,i001pr09c03_19700101,i001pr09c03
-9999999.0,i001pr09c03_19700102,i001pr09c03
-9999999.0,i001pr09c03_19750101,i001pr09c03
-9999999.0,i001pr09c03_19750102,i001pr09c03
45.0,i001pr09c08_19700101,i001pr09c08
20.008726,i001pr09c08_19700102,i001pr09c08
19.875593,i001pr09c08_19750101,i001pr09c08
19.543543,i001pr09c08_19750102,i001pr09c08
45.0,i001pr09c09_19700101,i001pr09c09
19.713463,i001pr09c09_19700102,i001pr09c09
19.571947,i001pr09c09_19750101,i001pr09c09
19.274189,i001pr09c09_19750102,i001pr09c09
45.0,i001pr09c10_19700101,i001pr09c10
19.36649,i001pr09c10_19700102,i001pr09c10
19.209946,i001pr09c10_19750101,i001pr09c10
18.957819,i001pr09c10_19750102,i001pr09c10
45.0,i001pr09c11_19700101,i001pr09c11
18.969097,i001pr09c11_19700102,i001pr09c11
18.788544,i001pr09c11_19750101,i001pr09c11
18.595339,i001pr09c11_19750102,i001pr09c11
45.0,i001pr09c12_19700101,i001pr09c12
18.537672,i001pr09c12_19700102,i001pr09c12
18.339714,i001pr09c12_19750101,i001pr09c12
18.223175,i001pr09c12_19750102,i001pr09c12
45.0,i001pr09c13_19700101,i001pr09c13
18.513855,i001pr09c13_19700102,i001pr09c13
18.459269,i001pr09c13_19750101,i001pr09c13
18.393183,i001pr09c13_19750102,i001pr09c13
45.0,i001pr09c14_19700101,i001pr09c14
18.809465,i001pr09c14_19700102,i001pr09c14
18.96992,i001pr09c14_19750101,i001pr09c14
18.851048,i001pr09c14_19750102,i001pr09c14
45.0,i001pr09c15_19700101,i001pr09c15
17.853836,i001pr09c15_19700102,i001pr09c15
17.683207,i001pr09c15_19750101,i001pr09c15
17.588745,i001pr09c15_19750102,i001pr09c15
45.0,i001pr09c16_19700101,i001pr09c16
17.982292,i001pr09c16_19700102,i001pr09c16
17.80259,i001pr09c16_19750101,i001pr09c16
17.678429,i001pr09c16_19750102,i001pr09c16
45.0,i001pr09c17_19700101,i001pr09c17
18.1989,i001pr09c17_19700102,i001pr09c17
18.045204,i001pr09c17_19750101,i001pr09c17
17.896223,i001pr09c17_19750102,i001pr09c17
45.0,i001pr09c18_19700101,i001pr09c18
18.350708,i001pr09c18_19700102,i001pr09c18
18.215466,i001pr09c18_19750101,i001pr09c18
18.052322,i001pr09c18_19750102,i001pr09c18
45.0,i001pr10c01_19700101,i001pr10c01
26.736588,i001pr10c01_19700102,i001pr10c01
26.625277,i001pr10c01_19750101,i001pr10c01
25.673828,i001pr10c01_19750102,i001pr10c01
45.0,i001pr10c02_19700101,i001pr10c02
26.708902,i001pr10c02_19700102,i001pr10c02
26.597647,i001pr10c02_19750101,i001pr10c02
25.648752,i001pr10c02_19750102,i001pr10c02
-9999999.0,i001pr10c03_19700101,i001pr10c03
-9999999.0,i001pr10c03_19700102,i001pr10c03
-9999999.0,i001pr10c03_19750101,i001pr10c03
-9999999.0,i001pr10c03_19750102,i001pr10c03
45.0,i001pr10c08_19700101,i001pr10c08
19.444042,i001pr10c08_19700102,i001pr10c08
19.3041,i001pr10c08_19750101,i001pr10c08
19.01633,i001pr10c08_19750102,i001pr10c08
45.0,i001pr10c09_19700101,i001pr10c09
19.2387,i001pr10c09_19700102,i001pr10c09
19.086699,i001pr10c09_19750101,i001pr10c09
18.82415,i001pr10c09_19750102,i001pr10c09
45.0,i001pr10c10_19700101,i001pr10c10
18.933592,i001pr10c10_19700102,i001pr10c10
18.753534,i001pr10c10_19750101,i001pr10c10
18.530815,i001pr10c10_19750102,i001pr10c10
45.0,i001pr10c11_19700101,i001pr10c11
18.45337,i001pr10c11_19700102,i001pr10c11
18.195124,i001pr10c11_19750101,i001pr10c11
18.036503,i001pr10c11_19750102,i001pr10c11
45.0,i001pr10c12_19700101,i001pr10c12
17.516989,i001pr10c12_19700102,i001pr10c12
17.00198,i001pr10c12_19750101,i001pr10c12
16.971111,i001pr10c12_19750102,i001pr10c12
45.0,i001pr10c13_19700101,i001pr10c13
17.96274,i001pr10c13_19700102,i001pr10c13
17.71614,i001pr10c13_19750101,i001pr10c13
17.74571,i001pr10c13_19750102,i001pr10c13
45.0,i001pr10c14_19700101,i001pr10c14
18.014067,i001pr10c14_19700102,i001pr10c14
17.665054,i001pr10c14_19750101,i001pr10c14
17.924013,i001pr10c14_19750102,i001pr10c14
45.0,i001pr10c15_19700101,i001pr10c15
17.899837,i001pr10c15_19700102,i001pr10c15
17.726494,i001pr10c15_19750101,i001pr10c15
17.740156,i001pr10c15_19750102,i001pr10c15
45.0,i001pr10c16_19700101,i001pr10c16
17.980507,i001pr10c16_19700102,i001pr10c16
17.84106,i001pr10c16_19750101,i001pr10c16
17.762714,i001pr10c16_19750102,i001pr10c16
45.0,i001pr10c17_19700101,i001pr10c17
18.114218,i001pr10c17_19700102,i001pr10c17
17.987953,i001pr10c17_19750101,i001pr10c17
17.867716,i001pr10c17_19750102,i001pr10c17
45.0,i001pr10c18_19700101,i001pr10c18
18.221905,i001pr10c18_19700102,i001pr10c18
18.103256,i001pr10c18_19750101,i001pr10c18
17.963213,i001pr10c18_19750102,i001pr10c18
45.0,i001pr11c01_19700101,i001pr11c01
26.761288,i001pr11c01_19700102,i001pr11c01
26.64944,i001pr11c01_19750101,i001pr11c01
25.676432,i001pr11c01_19750102,i001pr11c01
45.0,i001pr11c02_19700101,i001pr11c02
26.743792,i001pr11c02_19700102,i001pr11c02
26.631947,i001pr11c02_19750101,i001pr11c02
25.660494,i001pr11c02_19750102,i001pr11c02
-9999999.0,i001pr11c03_19700101,i001pr11c03
-9999999.0,i001pr11c03_19700102,i001pr11c03
-9999999.0,i001pr11c03_19750101,i001pr11c03
-9999999.0,i001pr11c03_19750102,i001pr11c03
45.0,i001pr11c08_19700101,i001pr11c08
19.019974,i001pr11c08_19700102,i001pr11c08
18.883713,i001pr11c08_19750101,i001pr11c08
18.627659,i001pr11c08_19750102,i001pr11c08
45.0,i001pr11c09_19700101,i001pr11c09
18.871761,i001pr11c09_19700102,i001pr11c09
18.727177,i001pr11c09_19750101,i001pr11c09
18.490566,i001pr11c09_19750102,i001pr11c09
45.0,i001pr11c10_19700101,i001pr11c10
18.62702,i001pr11c10_19700102,i001pr11c10
18.466486,i001pr11c10_19750101,i001pr11c10
18.261965,i001pr11c10_19750102,i001pr11c10
45.0,i001pr11c11_19700101,i001pr11c11
18.279747,i001pr11c11_19700102,i001pr11c11
18.088827,i001pr11c11_19750101,i001pr11c11
17.93213,i001pr11c11_19750102,i001pr11c11
45.0,i001pr11c12_19700101,i001pr11c12
17.851763,i001pr11c12_19700102,i001pr11c12
17.627817,i001pr11c12_19750101,i001pr11c12
17.538841,i001pr11c12_19750102,i001pr11c12
45.0,i001pr11c13_19700101,i001pr11c13
17.717718,i001pr11c13_19700102,i001pr11c13
17.618448,i001pr11c13_19750101,i001pr11c13
17.594376,i001pr11c13_19750102,i001pr11c13
45.0,i001pr11c14_19700101,i001pr11c14
17.376125,i001pr11c14_19700102,i001pr11c14
17.47829,i001pr11c14_19750101,i001pr11c14
17.57703,i001pr11c14_19750102,i001pr11c14
45.0,i001pr11c15_19700101,i001pr11c15
17.690954,i001pr11c15_19700102,i001pr11c15
17.654314,i001pr11c15_19750101,i001pr11c15
17.636074,i001pr11c15_19750102,i001pr11c15
45.0,i001pr11c16_19700101,i001pr11c16
17.865044,i001pr11c16_19700102,i001pr11c16
17.785406,i001pr11c16_19750101,i001pr11c16
17.712063,i001pr11c16_19750102,i001pr11c16
45.0,i001pr11c17_19700101,i001pr11c17
17.996107,i001pr11c17_19700102,i001pr11c17
17.902277,i001pr11c17_19750101,i001pr11c17
17.798384,i001pr11c17_19750102,i001pr11c17
45.0,i001pr11c18_19700101,i001pr11c18
18.09015,i001pr11c18_19700102,i001pr11c18
17.991524,i001pr11c18_19750101,i001pr11c18
17.870705,i001pr11c18_19750102,i001pr11c18
45.0,i001pr12c01_19700101,i001pr12c01
26.722134,i001pr12c01_19700102,i001pr12c01
26.609863,i001pr12c01_19750101,i001pr12c01
25.622017,i001pr12c01_19750102,i001pr12c01
45.0,i001pr12c02_19700101,i001pr12c02
26.704947,i001pr12c02_19700102,i001pr12c02
26.592585,i001pr12c02_19750101,i001pr12c02
25.604069,i001pr12c02_19750102,i001pr12c02
-9999999.0,i001pr12c03_19700101,i001pr12c03
-9999999.0,i001pr12c03_19700102,i001pr12c03
-9999999.0,i001pr12c03_19750101,i001pr12c03
-9999999.0,i001pr12c03_19750102,i001pr12c03
45.0,i001pr12c08_19700101,i001pr12c08
18.70223,i001pr12c08_19700102,i001pr12c08
18.576614,i001pr12c08_19750101,i001pr12c08
18.343409,i001pr12c08_19750102,i001pr12c08
45.0,i001pr12c09_19700101,i001pr12c09
18.576403,i001pr12c09_19700102,i001pr12c09
18.44814,i001pr12c09_19750101,i001pr12c09
18.231247,i001pr12c09_19750102,i001pr12c09
45.0,i001pr12c10_19700101,i001pr12c10
18.373846,i001pr12c10_19700102,i001pr12c10
18.24251,i001pr12c10_19750101,i001pr12c10
18.051926,i001pr12c10_19750102,i001pr12c10
45.0,i001pr12c11_19700101,i001pr12c11
18.119629,i001pr12c11_19700102,i001pr12c11
17.988222,i001pr12c11_19750101,i001pr12c11
17.830805,i001pr12c11_19750102,i001pr12c11
45.0,i001pr12c12_19700101,i001pr12c12
17.840649,i001pr12c12_19700102,i001pr12c12
17.727062,i001pr12c12_19750101,i001pr12c12
17.602795,i001pr12c12_19750102,i001pr12c12
45.0,i001pr12c13_19700101,i001pr12c13
17.623693,i001pr12c13_19700102,i001pr12c13
17.595884,i001pr12c13_19750101,i001pr12c13
17.46972,i001pr12c13_19750102,i001pr12c13
45.0,i001pr12c14_19700101,i001pr12c14
17.352682,i001pr12c14_19700102,i001pr12c14
17.525389,i001pr12c14_19750101,i001pr12c14
17.250694,i001pr12c14_19750102,i001pr12c14
45.0,i001pr12c15_19700101,i001pr12c15
17.567429,i001pr12c15_19700102,i001pr12c15
17.578861,i001pr12c15_19750101,i001pr12c15
17.470541,i001pr12c15_19750102,i001pr12c15
45.0,i001pr12c16_19700101,i001pr12c16
17.72779,i001pr12c16_19700102,i001pr12c16
17.683674,i001pr12c16_19750101,i001pr12c16
17.597359,i001pr12c16_19750102,i001pr12c16
45.0,i001pr12c17_19700101,i001pr12c17
17.853354,i001pr12c17_19700102,i001pr12c17
17.78481,i001pr12c17_19750101,i001pr12c17
17.691206,i001pr12c17_19750102,i001pr12c17
45.0,i001pr12c18_19700101,i001pr12c18
17.942114,i001pr12c18_19700102,i001pr12c18
17.862043,i001pr12c18_19750101,i001pr12c18
17.75854,i001pr12c18_19750102,i001pr12c18
45.0,i001pr13c01_19700101,i001pr13c01
26.624004,i001pr13c01_19700102,i001pr13c01
26.511402,i001pr13c01_19750101,i001pr13c01
25.51345,i001pr13c01_19750102,i001pr13c01
45.0,i001pr13c02_19700101,i001pr13c02
26.602007,i001pr13c02_19700102,i001pr13c02
26.489246,i001pr13c02_19750101,i001pr13c02
25.490007,i001pr13c02_19750102,i001pr13c02
-9999999.0,i001pr13c03_19700101,i001pr13c03
-9999999.0,i001pr13c03_19700102,i001pr13c03
-9999999.0,i001pr13c03_19750101,i001pr13c03
-9999999.0,i001pr13c03_19750102,i001pr13c03
45.0,i001pr13c08_19700101,i001pr13c08
18.438957,i001pr13c08_19700102,i001pr13c08
18.326035,i001pr13c08_19750101,i001pr13c08
18.109983,i001pr13c08_19750102,i001pr13c08
45.0,i001pr13c09_19700101,i001pr13c09
18.322079,i001pr13c09_19700102,i001pr13c09
18.211086,i001pr13c09_19750101,i001pr13c09
18.009998,i001pr13c09_19750102,i001pr13c09
45.0,i001pr13c10_19700101,i001pr13c10
18.14826,i001pr13c10_19700102,i001pr13c10
18.042522,i001pr13c10_19750101,i001pr13c10
17.864544,i001pr13c10_19750102,i001pr13c10
45.0,i001pr13c11_19700101,i001pr13c11
17.941185,i001pr13c11_19700102,i001pr13c11
17.846455,i001pr13c11_19750101,i001pr13c11
17.697428,i001pr13c11_19750102,i001pr13c11
45.0,i001pr13c12_19700101,i001pr13c12
17.711712,i001pr13c12_19700102,i001pr13c12
17.636381,i001pr13c12_19750101,i001pr13c12
17.52126,i001pr13c12_19750102,i001pr13c12
45.0,i001pr13c13_19700101,i001pr13c13
17.529322,i001pr13c13_19700102,i001pr13c13
17.46446,i001pr13c13_19750101,i001pr13c13
17.38765,i001pr13c13_19750102,i001pr13c13
45.0,i001pr13c14_19700101,i001pr13c14
17.539654,i001pr13c14_19700102,i001pr13c14
17.347872,i001pr13c14_19750101,i001pr13c14
17.35607,i001pr13c14_19750102,i001pr13c14
45.0,i001pr13c15_19700101,i001pr13c15
17.456041,i001pr13c15_19700102,i001pr13c15
17.41503,i001pr13c15_19750101,i001pr13c15
17.363947,i001pr13c15_19750102,i001pr13c15
45.0,i001pr13c16_19700101,i001pr13c16
17.56661,i001pr13c16_19700102,i001pr13c16
17.531094,i001pr13c16_19750101,i001pr13c16
17.465698,i001pr13c16_19750102,i001pr13c16
45.0,i001pr13c17_19700101,i001pr13c17
17.687061,i001pr13c17_19700102,i001pr13c17
17.635124,i001pr13c17_19750101,i001pr13c17
17.55934,i001pr13c17_19750102,i001pr13c17
45.0,i001pr13c18_19700101,i001pr13c18
17.774542,i001pr13c18_19700102,i001pr13c18
17.709389,i001pr13c18_19750101,i001pr13c18
17.625088,i001pr13c18_19750102,i001pr13c18
45.0,i001pr14c01_19700101,i001pr14c01
26.466856,i001pr14c01_19700102,i001pr14c01
26.353996,i001pr14c01_19750101,i001pr14c01
25.350737,i001pr14c01_19750102,i001pr14c01
45.0,i001pr14c02_19700101,i001pr14c02
26.445673,i001pr14c02_19700102,i001pr14c02
26.332655,i001pr14c02_19750101,i001pr14c02
25.32858,i001pr14c02_19750102,i001pr14c02
-9999999.0,i001pr14c03_19700101,i001pr14c03
-9999999.0,i001pr14c03_19700102,i001pr14c03
-9999999.0,i001pr14c03_19750101,i001pr14c03
-9999999.0,i001pr14c03_19750102,i001pr14c03
45.0,i001pr14c08_19700101,i001pr14c08
18.201138,i001pr14c08_19700102,i001pr14c08
18.099373,i001pr14c08_19750101,i001pr14c08
17.895943,i001pr14c08_19750102,i001pr14c08
45.0,i001pr14c09_19700101,i001pr14c09
18.085316,i001pr14c09_19700102,i001pr14c09
17.988884,i001pr14c09_19750101,i001pr14c09
17.79991,i001pr14c09_19750102,i001pr14c09
45.0,i001pr14c10_19700101,i001pr14c10
17.926537,i001pr14c10_19700102,i001pr14c10
17.84105,i001pr14c10_19750101,i001pr14c10
17.673979,i001pr14c10_19750102,i001pr14c10
45.0,i001pr14c11_19700101,i001pr14c11
17.728949,i001pr14c11_19700102,i001pr14c11
17.66483,i001pr14c11_19750101,i001pr14c11
17.525637,i001pr14c11_19750102,i001pr14c11
45.0,i001pr14c12_19700101,i001pr14c12
17.479565,i001pr14c12_19700102,i001pr14c12
17.455229,i001pr14c12_19750101,i001pr14c12
17.350256,i001pr14c12_19750102,i001pr14c12
45.0,i001pr14c13_19700101,i001pr14c13
17.182827,i001pr14c13_19700102,i001pr14c13
17.222164,i001pr14c13_19750101,i001pr14c13
17.154163,i001pr14c13_19750102,i001pr14c13
45.0,i001pr14c14_19700101,i001pr14c14
16.786676,i001pr14c14_19700102,i001pr14c14
16.89845,i001pr14c14_19750101,i001pr14c14
16.871231,i001pr14c14_19750102,i001pr14c14
45.0,i001pr14c15_19700101,i001pr14c15
17.099712,i001pr14c15_19700102,i001pr14c15
17.158169,i001pr14c15_19750101,i001pr14c15
17.121994,i001pr14c15_19750102,i001pr14c15
45.0,i001pr14c16_19700101,i001pr14c16
17.326744,i001pr14c16_19700102,i001pr14c16
17.33076,i001pr14c16_19750101,i001pr14c16
17.28551,i001pr14c16_19750102,i001pr14c16
45.0,i001pr14c17_19700101,i001pr14c17
17.491282,i001pr14c17_19700102,i001pr14c17
17.458277,i001pr14c17_19750101,i001pr14c17
17.40251,i001pr14c17_19750102,i001pr14c17
45.0,i001pr14c18_19700101,i001pr14c18
17.593819,i001pr14c18_19700102,i001pr14c18
17.540699,i001pr14c18_19750101,i001pr14c18
17.476221,i001pr14c18_19750102,i001pr14c18
45.0,i001pr15c01_19700101,i001pr15c01
26.238907,i001pr15c01_19700102,i001pr15c01
26.125721,i001pr15c01_19750101,i001pr15c01
25.120989,i001pr15c01_19750102,i001pr15c01
45.0,i001pr15c02_19700101,i001pr15c02
26.229233,i001pr15c02_19700102,i001pr15c02
26.115993,i001pr15c02_19750101,i001pr15c02
25.111597,i001pr15c02_19750102,i001pr15c02
-9999999.0,i001pr15c03_19700101,i001pr15c03
-9999999.0,i001pr15c03_19700102,i001pr15c03
-9999999.0,i001pr15c03_19750101,i001pr15c03
-9999999.0,i001pr15c03_19750102,i001pr15c03
45.0,i001pr15c08_19700101,i001pr15c08
17.982271,i001pr15c08_19700102,i001pr15c08
17.887474,i001pr15c08_19750101,i001pr15c08
17.691505,i001pr15c08_19750102,i001pr15c08
45.0,i001pr15c09_19700101,i001pr15c09
17.871796,i001pr15c09_19700102,i001pr15c09
17.783657,i001pr15c09_19750101,i001pr15c09
17.602148,i001pr15c09_19750102,i001pr15c09
45.0,i001pr15c10_19700101,i001pr15c10
17.716219,i001pr15c10_19700102,i001pr15c10
17.64146,i001pr15c10_19750101,i001pr15c10
17.481472,i001pr15c10_19750102,i001pr15c10
45.0,i001pr15c11_19700101,i001pr15c11
17.506508,i001pr15c11_19700102,i001pr15c11
17.459633,i001pr15c11_19750101,i001pr15c11
17.328966,i001pr15c11_19750102,i001pr15c11
45.0,i001pr15c12_19700101,i001pr15c12
17.231531,i001pr15c12_19700102,i001pr15c12
17.24371,i001pr15c12_19750101,i001pr15c12
17.148476,i001pr15c12_19750102,i001pr15c12
45.0,i001pr15c13_19700101,i001pr15c13
16.870096,i001pr15c13_19700102,i001pr15c13
17.021782,i001pr15c13_19750101,i001pr15c13
16.956898,i001pr15c13_19750102,i001pr15c13
45.0,i001pr15c14_19700101,i001pr15c14
16.307287,i001pr15c14_19700102,i001pr15c14
16.878202,i001pr15c14_19750101,i001pr15c14
16.79919,i001pr15c14_19750102,i001pr15c14
45.0,i001pr15c15_19700101,i001pr15c15
16.791996,i001pr15c15_19700102,i001pr15c15
16.961681,i001pr15c15_19750101,i001pr15c15
16.935919,i001pr15c15_19750102,i001pr15c15
45.0,i001pr15c16_19700101,i001pr15c16
17.081867,i001pr15c16_19700102,i001pr15c16
17.118677,i001pr15c16_19750101,i001pr15c16
17.0955,i001pr15c16_19750102,i001pr15c16
45.0,i001pr15c17_19700101,i001pr15c17
17.285135,i001pr15c17_19700102,i001pr15c17
17.26368,i001pr15c17_19750101,i001pr15c17
17.229588,i001pr15c17_19750102,i001pr15c17
45.0,i001pr15c18_19700101,i001pr15c18
17.404316,i001pr15c18_19700102,i001pr15c18
17.35684,i001pr15c18_19750101,i001pr15c18
17.312597,i001pr15c18_19750102,i001pr15c18
45.0,i001pr16c01_19700101,i001pr16c01
25.961016,i001pr16c01_19700102,i001pr16c01
25.847578,i001pr16c01_19750101,i001pr16c01
24.846601,i001pr16c01_19750102,i001pr16c01
45.0,i001pr16c02_19700101,i001pr16c02
25.95472,i001pr16c02_19700102,i001pr16c02
25.841295,i001pr16c02_19750101,i001pr16c02
24.841297,i001pr16c02_19750102,i001pr16c02
-9999999.0,i001pr16c03_19700101,i001pr16c03
-9999999.0,i001pr16c03_19700102,i001pr16c03
-9999999.0,i001pr16c03_19750101,i001pr16c03
-9999999.0,i001pr16c03_19750102,i001pr16c03
45.0,i001pr16c08_19700101,i001pr16c08
17.801886,i001pr16c08_19700102,i001pr16c08
17.708347,i001pr16c08_19750101,i001pr16c08
17.512974,i001pr16c08_19750102,i001pr16c08
45.0,i001pr16c09_19700101,i001pr16c09
17.688211,i001pr16c09_19700102,i001pr16c09
17.600502,i001pr16c09_19750101,i001pr16c09
17.419819,i001pr16c09_19750102,i001pr16c09
45.0,i001pr16c10_19700101,i001pr16c10
17.510048,i001pr16c10_19700102,i001pr16c10
17.434265,i001pr16c10_19750101,i001pr16c10
17.277441,i001pr16c10_19750102,i001pr16c10
45.0,i001pr16c11_19700101,i001pr16c11
17.289606,i001pr16c11_19700102,i001pr16c11
17.235224,i001pr16c11_19750101,i001pr16c11
17.110811,i001pr16c11_19750102,i001pr16c11
45.0,i001pr16c12_19700101,i001pr16c12
17.006025,i001pr16c12_19700102,i001pr16c12
16.986952,i001pr16c12_19750101,i001pr16c12
16.906406,i001pr16c12_19750102,i001pr16c12
45.0,i001pr16c13_19700101,i001pr16c13
16.684824,i001pr16c13_19700102,i001pr16c13
16.70219,i001pr16c13_19750101,i001pr16c13
16.674795,i001pr16c13_19750102,i001pr16c13
45.0,i001pr16c14_19700101,i001pr16c14
16.41437,i001pr16c14_19700102,i001pr16c14
16.344402,i001pr16c14_19750101,i001pr16c14
16.370138,i001pr16c14_19750102,i001pr16c14
45.0,i001pr16c15_19700101,i001pr16c15
16.637318,i001pr16c15_19700102,i001pr16c15
16.668798,i001pr16c15_19750101,i001pr16c15
16.692678,i001pr16c15_19750102,i001pr16c15
45.0,i001pr16c16_19700101,i001pr16c16
16.880136,i001pr16c16_19700102,i001pr16c16
16.881483,i001pr16c16_19750101,i001pr16c16
16.890804,i001pr16c16_19750102,i001pr16c16
45.0,i001pr16c17_19700101,i001pr16c17
